community_profile_case,profile_id,climate_zone,scenario_id,scenario_hash,episode_seed,dc_operation,bess_enabled,dc_scale_of_reference_mix,maximum_pv_curtailment_fraction,status,pv_rated_kw,total_community_load_kwh,total_pv_available_kwh,total_pv_used_kwh,maximum_pcc_import_kw,deadline_miss_fraction,terminal_backlog_fraction
climate_3c,eulp_mixed_3c,3C,hourly_seed_10055,9a90f322f285f991f7589c80f621b4fbea97cd3f15ac745c679497cc1d5bf641,10055,flexible,False,1,0.05,optimal,826.553565916,88552.8137528,55893.959761,53099.261773,763.192521212,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10055,9a90f322f285f991f7589c80f621b4fbea97cd3f15ac745c679497cc1d5bf641,10055,rigid,False,1,0.05,optimal,786.14055371,88552.8137528,53161.1141583,50503.0584504,755.288410185,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10055,9a90f322f285f991f7589c80f621b4fbea97cd3f15ac745c679497cc1d5bf641,10055,flexible,True,1,0.05,optimal,886.750445316,88552.8137528,59964.6480911,56966.4156865,791.284152521,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10055,9a90f322f285f991f7589c80f621b4fbea97cd3f15ac745c679497cc1d5bf641,10055,rigid,True,1,0.05,optimal,847.303248134,88552.8137528,57297.1137136,54432.2580279,754.900389353,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10056,691f196cfb38ab2096cac4d3418b3242bb30b6c43fc2bc4edbecf006c4d68fb6,10056,flexible,False,1,0.05,optimal,729.111162297,83601.8779461,32733.7197585,31097.0337705,692.327279448,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10056,691f196cfb38ab2096cac4d3418b3242bb30b6c43fc2bc4edbecf006c4d68fb6,10056,rigid,False,1,0.05,optimal,697.16771142,83601.8779461,31299.6065214,29734.6261954,705.240808156,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10056,691f196cfb38ab2096cac4d3418b3242bb30b6c43fc2bc4edbecf006c4d68fb6,10056,flexible,True,1,0.05,optimal,802.246787422,83601.8779461,36017.1711456,34216.3125883,717.118897267,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10056,691f196cfb38ab2096cac4d3418b3242bb30b6c43fc2bc4edbecf006c4d68fb6,10056,rigid,True,1,0.05,optimal,770.90603247,83601.8779461,34610.1161687,32879.6103602,705.240808156,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10057,3201f2bd2354ce110becdf7d21ce686633a3cba8bde893ea4ea0c322f3b2fac2,10057,flexible,False,1,0.05,optimal,722.956420588,78245.6313971,37240.8545751,35378.8118463,699.411454204,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10057,3201f2bd2354ce110becdf7d21ce686633a3cba8bde893ea4ea0c322f3b2fac2,10057,rigid,False,1,0.05,optimal,664.355552136,78245.6313971,34222.2128453,32511.102203,678.683252009,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10057,3201f2bd2354ce110becdf7d21ce686633a3cba8bde893ea4ea0c322f3b2fac2,10057,flexible,True,1,0.05,optimal,790.676005489,78245.6313971,40729.2186609,38692.7577279,704.490169215,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10057,3201f2bd2354ce110becdf7d21ce686633a3cba8bde893ea4ea0c322f3b2fac2,10057,rigid,True,1,0.05,optimal,737.056449635,78245.6313971,37967.1737781,36068.8150892,678.683252009,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10058,1edf502dc5a22e808302ef11ffd4c47beaf4acdebfc0756f2daa7acfa2dc503b,10058,flexible,False,1,0.05,optimal,696.266975456,71508.802967,44826.903033,42585.5578814,659.364675293,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10058,1edf502dc5a22e808302ef11ffd4c47beaf4acdebfc0756f2daa7acfa2dc503b,10058,rigid,False,1,0.05,optimal,653.257671495,71508.802967,42057.887747,39954.9933597,654.699669551,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10058,1edf502dc5a22e808302ef11ffd4c47beaf4acdebfc0756f2daa7acfa2dc503b,10058,flexible,True,1,0.05,optimal,754.76499149,71508.802967,48593.1090787,46163.4536248,659.030460231,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10058,1edf502dc5a22e808302ef11ffd4c47beaf4acdebfc0756f2daa7acfa2dc503b,10058,rigid,True,1,0.05,optimal,711.297962417,71508.802967,45794.6246381,43504.8934062,654.699669551,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10059,c9b586395440a3c6ead600dbf3e80648a012f95501b781d0fa596ba3f5f686f3,10059,flexible,False,1,0.05,optimal,667.0396916,69506.0764094,41725.3495974,39639.0821176,629.40148009,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10059,c9b586395440a3c6ead600dbf3e80648a012f95501b781d0fa596ba3f5f686f3,10059,rigid,False,1,0.05,optimal,624.472474611,69506.0764094,39062.6414669,37109.5093936,619.510989625,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10059,c9b586395440a3c6ead600dbf3e80648a012f95501b781d0fa596ba3f5f686f3,10059,flexible,True,1,0.05,optimal,733.571235608,69506.0764094,45887.0988426,43592.7439005,630.023542111,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10059,c9b586395440a3c6ead600dbf3e80648a012f95501b781d0fa596ba3f5f686f3,10059,rigid,True,1,0.05,optimal,690.688699751,69506.0764094,43204.6665634,41044.4332352,619.510989625,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10060,6d81da47fdda54f41b04945fe470f44340efb3fd3029e5aa0c55af30a5015ee4,10060,flexible,False,1,0.05,optimal,709.82416334,75450.1487085,50637.1118251,48105.2562338,776.381087016,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10060,6d81da47fdda54f41b04945fe470f44340efb3fd3029e5aa0c55af30a5015ee4,10060,rigid,False,1,0.05,optimal,666.250017788,75450.1487085,47528.63934,45152.207373,743.578211227,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10060,6d81da47fdda54f41b04945fe470f44340efb3fd3029e5aa0c55af30a5015ee4,10060,flexible,True,1,0.05,optimal,767.965216613,75450.1487085,54784.7517172,52045.5141313,783.960993036,0.00769080137914,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10060,6d81da47fdda54f41b04945fe470f44340efb3fd3029e5aa0c55af30a5015ee4,10060,rigid,True,1,0.05,optimal,723.33991495,75450.1487085,51601.2923377,49021.227721,743.324972599,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10061,56d2f9b59e22f61a6bd4254a220368fe774e73028f447b76a7b2ef92cf52554a,10061,flexible,False,1,0.05,optimal,685.717383024,72000.5527074,42287.6727659,40173.2891276,658.104046453,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10061,56d2f9b59e22f61a6bd4254a220368fe774e73028f447b76a7b2ef92cf52554a,10061,rigid,False,1,0.05,optimal,639.72101777,72000.5527074,39451.1116834,37478.5560992,627.243111608,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10061,56d2f9b59e22f61a6bd4254a220368fe774e73028f447b76a7b2ef92cf52554a,10061,flexible,True,1,0.05,optimal,743.750184151,72000.5527074,45866.5117519,43573.1861643,641.479195114,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10061,56d2f9b59e22f61a6bd4254a220368fe774e73028f447b76a7b2ef92cf52554a,10061,rigid,True,1,0.05,optimal,702.618310295,72000.5527074,43329.9401774,41163.4431686,627.243111608,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10062,dd8559805448d2243d06498e1c765b6967dfaf3a9a1c1fc8a7b60480ad54e623,10062,flexible,False,1,0.05,optimal,681.372755727,70706.8859697,42786.7439556,40647.4067578,683.576875769,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10062,dd8559805448d2243d06498e1c765b6967dfaf3a9a1c1fc8a7b60480ad54e623,10062,rigid,False,1,0.05,optimal,641.49894542,70706.8859697,40282.8714456,38268.7278733,675.386177558,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10062,dd8559805448d2243d06498e1c765b6967dfaf3a9a1c1fc8a7b60480ad54e623,10062,flexible,True,1,0.05,optimal,746.292134752,70706.8859697,46863.3508125,44520.1832719,700.565625352,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10062,dd8559805448d2243d06498e1c765b6967dfaf3a9a1c1fc8a7b60480ad54e623,10062,rigid,True,1,0.05,optimal,707.758147271,70706.8859697,44443.6123623,42221.4317442,673.488883979,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10063,c3d39a9803fb3b0e1b885467e354f08bc2fdb5a169821f653658af96e86799dd,10063,flexible,False,1,0.05,optimal,840.843196559,79716.2555113,32171.5110575,30562.9355046,666.505048468,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10063,c3d39a9803fb3b0e1b885467e354f08bc2fdb5a169821f653658af96e86799dd,10063,rigid,False,1,0.05,optimal,800.973258654,79716.2555113,30646.0469122,29113.7445666,686.787748412,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10063,c3d39a9803fb3b0e1b885467e354f08bc2fdb5a169821f653658af96e86799dd,10063,flexible,True,1,0.05,optimal,933.283157088,79716.2555113,35708.3574332,33922.9395615,680.120263546,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10063,c3d39a9803fb3b0e1b885467e354f08bc2fdb5a169821f653658af96e86799dd,10063,rigid,True,1,0.05,optimal,891.398111723,79716.2555113,34105.7932386,32400.5035767,686.787748412,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10064,15f2f779c4cf9b633887f67cdf0764e652ae7edf16be09a548fca7332891abc9,10064,flexible,False,1,0.05,optimal,824.592501029,89930.0919124,57376.1301368,54507.32363,780.080719762,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10064,15f2f779c4cf9b633887f67cdf0764e652ae7edf16be09a548fca7332891abc9,10064,rigid,False,1,0.05,optimal,786.121982053,89930.0919124,54699.3055229,51964.3402468,763.969899259,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10064,15f2f779c4cf9b633887f67cdf0764e652ae7edf16be09a548fca7332891abc9,10064,flexible,True,1,0.05,optimal,883.287878228,89930.0919124,61460.2245185,58387.2132925,803.438501784,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10064,15f2f779c4cf9b633887f67cdf0764e652ae7edf16be09a548fca7332891abc9,10064,rigid,True,1,0.05,optimal,847.324353715,89930.0919124,58957.8395706,56009.9475921,763.623414866,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10065,acf23d5bf75af9fa79d29abe91d70f31bd771a950fa6006a647b388118a0e286,10065,flexible,False,1,0.05,optimal,703.719029467,71650.0620309,45904.1108253,43608.905284,669.150883501,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10065,acf23d5bf75af9fa79d29abe91d70f31bd771a950fa6006a647b388118a0e286,10065,rigid,False,1,0.05,optimal,666.417492182,71650.0620309,43470.9040627,41297.3588595,683.854728205,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10065,acf23d5bf75af9fa79d29abe91d70f31bd771a950fa6006a647b388118a0e286,10065,flexible,True,1,0.05,optimal,767.354840649,71650.0620309,50055.1216785,47552.3655946,677.547009856,0.00718852157416,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10065,acf23d5bf75af9fa79d29abe91d70f31bd771a950fa6006a647b388118a0e286,10065,rigid,True,1,0.05,optimal,729.696764427,71650.0620309,47598.6576183,45218.7247374,683.854728205,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10066,2592bde6ccfaaa6cdac390bf2b4ab9eb801605f971fdb8cfbc5869c60aac5336,10066,flexible,False,1,0.05,optimal,700.284785702,69021.1967952,43479.9611674,41305.963109,617.532622208,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10066,2592bde6ccfaaa6cdac390bf2b4ab9eb801605f971fdb8cfbc5869c60aac5336,10066,rigid,False,1,0.05,optimal,656.690463889,69021.1967952,40773.2346209,38734.5728899,608.343082921,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10066,2592bde6ccfaaa6cdac390bf2b4ab9eb801605f971fdb8cfbc5869c60aac5336,10066,flexible,True,1,0.05,optimal,767.311983954,69021.1967952,47641.61088,45259.530336,644.08831164,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10066,2592bde6ccfaaa6cdac390bf2b4ab9eb801605f971fdb8cfbc5869c60aac5336,10066,rigid,True,1,0.05,optimal,723.295619287,69021.1967952,44908.6801273,42663.246121,608.343082921,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10067,bc5c06d44eac539c62dcba5f1ad8018798a741eaea3b51f1b1b009e691134423,10067,flexible,False,1,0.05,optimal,682.416084326,70706.8859697,42852.2596858,40709.6467015,660.542628912,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10067,bc5c06d44eac539c62dcba5f1ad8018798a741eaea3b51f1b1b009e691134423,10067,rigid,False,1,0.05,optimal,642.815429633,70706.8859697,40365.5399592,38347.2629613,684.672003496,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10067,bc5c06d44eac539c62dcba5f1ad8018798a741eaea3b51f1b1b009e691134423,10067,flexible,True,1,0.05,optimal,746.76710523,70706.8859697,46893.1765431,44548.5177159,699.454926014,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10067,bc5c06d44eac539c62dcba5f1ad8018798a741eaea3b51f1b1b009e691134423,10067,rigid,True,1,0.05,optimal,708.766588849,70706.8859697,44506.937365,42281.5904968,684.672003496,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10068,07e85ff175dc9bc2ab9e201b9f1958ec8c65c382ad83a0ff32e1a92ba3c07d30,10068,flexible,False,1,0.05,optimal,678.429476413,69723.2545471,42685.5933598,40551.3136918,647.500148599,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10068,07e85ff175dc9bc2ab9e201b9f1958ec8c65c382ad83a0ff32e1a92ba3c07d30,10068,rigid,False,1,0.05,optimal,630.640953594,69723.2545471,39678.8232779,37694.882114,624.299153049,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10068,07e85ff175dc9bc2ab9e201b9f1958ec8c65c382ad83a0ff32e1a92ba3c07d30,10068,flexible,True,1,0.05,optimal,739.68650804,69723.2545471,46539.7784053,44212.789485,647.366205914,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10068,07e85ff175dc9bc2ab9e201b9f1958ec8c65c382ad83a0ff32e1a92ba3c07d30,10068,rigid,True,1,0.05,optimal,694.496522439,69723.2545471,43696.50373,41511.6785435,624.299153049,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10069,3bbba0861aaec208fd6102526f01404045055a474651a96b6e1c9b2bb0601660,10069,flexible,False,1,0.05,optimal,839.482863327,91407.5780088,58402.1243722,55482.0181536,774.971300515,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10069,3bbba0861aaec208fd6102526f01404045055a474651a96b6e1c9b2bb0601660,10069,rigid,False,1,0.05,optimal,802.454607903,91407.5780088,55826.099449,53034.7944765,762.043268389,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10069,3bbba0861aaec208fd6102526f01404045055a474651a96b6e1c9b2bb0601660,10069,flexible,True,1,0.05,optimal,896.738696529,91407.5780088,62385.3650525,59266.0967999,802.768800663,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10069,3bbba0861aaec208fd6102526f01404045055a474651a96b6e1c9b2bb0601660,10069,rigid,True,1,0.05,optimal,858.603851124,91407.5780088,59732.355585,56745.7378057,761.695742435,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10070,97265267c1c9a178a418050290ff8b5b40b6c48497eac1eb542b8ff35673987c,10070,flexible,False,1,0.05,optimal,679.705495238,76383.4501163,33004.6100812,31354.3795771,655.982776526,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10070,97265267c1c9a178a418050290ff8b5b40b6c48497eac1eb542b8ff35673987c,10070,rigid,False,1,0.05,optimal,653.459263534,76383.4501163,31730.1660027,30143.6577026,680.195729427,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10070,97265267c1c9a178a418050290ff8b5b40b6c48497eac1eb542b8ff35673987c,10070,flexible,True,1,0.05,optimal,747.951030909,76383.4501163,36318.4236525,34502.5024699,654.051681298,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10070,97265267c1c9a178a418050290ff8b5b40b6c48497eac1eb542b8ff35673987c,10070,rigid,True,1,0.05,optimal,721.322959393,76383.4501163,35025.4384938,33274.1665691,680.195729427,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10071,c4a1593ce66e1fb1ccf14f2a62bb472acf1f28567cb523537d24f7d27928ddd2,10071,flexible,False,1,0.05,optimal,801.381534201,82745.9413999,54748.9794418,52011.5304697,799.714537993,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10071,c4a1593ce66e1fb1ccf14f2a62bb472acf1f28567cb523537d24f7d27928ddd2,10071,rigid,False,1,0.05,optimal,761.616734164,82745.9413999,52032.3181178,49430.7022119,727.248264405,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10071,c4a1593ce66e1fb1ccf14f2a62bb472acf1f28567cb523537d24f7d27928ddd2,10071,flexible,True,1,0.05,optimal,860.893614199,82745.9413999,58814.7402627,55874.0032496,799.529616737,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10071,c4a1593ce66e1fb1ccf14f2a62bb472acf1f28567cb523537d24f7d27928ddd2,10071,rigid,True,1,0.05,optimal,820.984600279,82745.9413999,56088.2264994,53283.8151744,726.733813672,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10072,5232381878b55914f2c2cf315367ef1e9b9d2e8f87173099368148bfe5550e43,10072,flexible,False,1,0.05,optimal,677.936996907,82685.6420338,32434.1069261,30812.4015798,723.635870739,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10072,5232381878b55914f2c2cf315367ef1e9b9d2e8f87173099368148bfe5550e43,10072,rigid,False,1,0.05,optimal,623.63039087,82685.6420338,29835.9506446,28344.1531124,694.417002305,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10072,5232381878b55914f2c2cf315367ef1e9b9d2e8f87173099368148bfe5550e43,10072,flexible,True,1,0.05,optimal,740.471794712,82685.6420338,35425.9193333,33654.6233666,706.300209271,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10072,5232381878b55914f2c2cf315367ef1e9b9d2e8f87173099368148bfe5550e43,10072,rigid,True,1,0.05,optimal,689.770084199,82685.6420338,33000.2297668,31350.2182785,694.417002305,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10073,b6baa389ad62acc631c361bd10356ce499df84ae5c998c095c2010851ca4c40c,10073,flexible,False,1,0.05,optimal,697.086755959,72775.7481046,42862.5911073,40719.461552,676.864740219,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10073,b6baa389ad62acc631c361bd10356ce499df84ae5c998c095c2010851ca4c40c,10073,rigid,False,1,0.05,optimal,652.612904261,72775.7481046,40127.9752163,38121.5764555,652.008020333,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10073,b6baa389ad62acc631c361bd10356ce499df84ae5c998c095c2010851ca4c40c,10073,flexible,True,1,0.05,optimal,753.727690997,72775.7481046,46345.3387248,44028.0717885,678.026050748,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10073,b6baa389ad62acc631c361bd10356ce499df84ae5c998c095c2010851ca4c40c,10073,rigid,True,1,0.05,optimal,714.11182143,72775.7481046,43909.4312798,41713.9597158,627.523509612,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10074,d235536f9a5d995f303f01f8a0514e4b289be51d72acb4e53c086e4530b9b35d,10074,flexible,False,1,0.05,optimal,737.722317135,77794.7426676,52364.695032,49746.4602804,773.939774506,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10074,d235536f9a5d995f303f01f8a0514e4b289be51d72acb4e53c086e4530b9b35d,10074,rigid,False,1,0.05,optimal,697.777835237,77794.7426676,49529.3726291,47052.9039977,734.790582574,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10074,d235536f9a5d995f303f01f8a0514e4b289be51d72acb4e53c086e4530b9b35d,10074,flexible,True,1,0.05,optimal,796.137164506,77794.7426676,56511.0731432,53685.519486,783.807866712,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10074,d235536f9a5d995f303f01f8a0514e4b289be51d72acb4e53c086e4530b9b35d,10074,rigid,True,1,0.05,optimal,755.749402974,77794.7426676,53644.286052,50962.0717493,729.369725432,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10075,b93f9c54d3d477972285d31056ee81344dd6241e3a85c429c9e8110ba4dd1c8e,10075,flexible,False,1,0.05,optimal,689.378963212,70929.5238962,43651.2187735,41468.6578348,667.527122654,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10075,b93f9c54d3d477972285d31056ee81344dd6241e3a85c429c9e8110ba4dd1c8e,10075,rigid,False,1,0.05,optimal,657.559878706,70929.5238962,41636.4462129,39554.6239023,660.2315899,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10075,b93f9c54d3d477972285d31056ee81344dd6241e3a85c429c9e8110ba4dd1c8e,10075,flexible,True,1,0.05,optimal,751.435506187,70929.5238962,47580.6159241,45201.5851279,700.082427971,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10075,b93f9c54d3d477972285d31056ee81344dd6241e3a85c429c9e8110ba4dd1c8e,10075,rigid,True,1,0.05,optimal,721.076864084,70929.5238962,45658.3180316,43375.40213,658.41281809,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10076,a1a28de106796989c2e376d68dc8dca378875688b883a885624b7a22df9e6673,10076,flexible,False,1,0.05,optimal,754.74872825,82375.8529431,52898.8683577,50253.9249398,850.661345474,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10076,a1a28de106796989c2e376d68dc8dca378875688b883a885624b7a22df9e6673,10076,rigid,False,1,0.05,optimal,714.096297395,82375.8529431,50049.6186568,47547.1377239,801.946194362,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10076,a1a28de106796989c2e376d68dc8dca378875688b883a885624b7a22df9e6673,10076,flexible,True,1,0.05,optimal,810.581473156,82375.8529431,56812.0767041,53971.4728689,864.615102446,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10076,a1a28de106796989c2e376d68dc8dca378875688b883a885624b7a22df9e6673,10076,rigid,True,1,0.05,optimal,769.643260204,82375.8529431,53942.7970927,51245.657238,797.861145402,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10077,2f266e31636647c997672057cd5111d89fd9da3a3e74287e1d6e00ba09d21cc4,10077,flexible,False,1,0.05,optimal,862.149177863,80274.8393553,30656.0530916,29123.2504371,685.117874058,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10077,2f266e31636647c997672057cd5111d89fd9da3a3e74287e1d6e00ba09d21cc4,10077,rigid,False,1,0.05,optimal,818.701579822,80274.8393553,29111.1558668,27655.5980735,674.935725498,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10077,2f266e31636647c997672057cd5111d89fd9da3a3e74287e1d6e00ba09d21cc4,10077,flexible,True,1,0.05,optimal,951.417577019,80274.8393553,33830.2332152,32138.7215545,686.185167085,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10077,2f266e31636647c997672057cd5111d89fd9da3a3e74287e1d6e00ba09d21cc4,10077,rigid,True,1,0.05,optimal,908.554699965,80274.8393553,32306.1273315,30690.8209649,674.935725498,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10078,35e6e3f8a16acaffa1415ca8fb5266a3c374cb37c0e4adf8519c5296b19ac8bc,10078,flexible,False,1,0.05,optimal,830.574904743,89882.3524578,56827.5743756,53986.1956568,817.664110386,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10078,35e6e3f8a16acaffa1415ca8fb5266a3c374cb37c0e4adf8519c5296b19ac8bc,10078,rigid,False,1,0.05,optimal,786.515302838,89882.3524578,53813.0355424,51122.3837653,801.990942542,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10078,35e6e3f8a16acaffa1415ca8fb5266a3c374cb37c0e4adf8519c5296b19ac8bc,10078,flexible,True,1,0.05,optimal,889.826396527,89882.3524578,60881.5357185,57837.4589326,840.825475767,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10078,35e6e3f8a16acaffa1415ca8fb5266a3c374cb37c0e4adf8519c5296b19ac8bc,10078,rigid,True,1,0.05,optimal,847.057310278,89882.3524578,57955.2934062,55057.5287359,795.825308703,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10079,f75a03c05a54ec8d5c8f705fafcb28f8debaa57ca0087308ffe1c72cd7b8f17d,10079,flexible,False,1,0.05,optimal,730.607589916,73263.6019528,31978.641222,30379.7091609,615.369236045,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10079,f75a03c05a54ec8d5c8f705fafcb28f8debaa57ca0087308ffe1c72cd7b8f17d,10079,rigid,False,1,0.05,optimal,683.417446829,73263.6019528,29913.1320817,28417.4754776,633.466693046,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10079,f75a03c05a54ec8d5c8f705fafcb28f8debaa57ca0087308ffe1c72cd7b8f17d,10079,flexible,True,1,0.05,optimal,806.195422012,73263.6019528,35287.1151507,33522.7593932,618.340264961,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10079,f75a03c05a54ec8d5c8f705fafcb28f8debaa57ca0087308ffe1c72cd7b8f17d,10079,rigid,True,1,0.05,optimal,759.830745614,73263.6019528,33257.7366275,31594.8497961,635.534392066,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10080,479ee36d1baa1cdb4e145030f6257ec41dd0b60c93602ff82305a117ef56d74b,10080,flexible,False,1,0.05,optimal,692.695954595,80204.8429998,34861.9934229,33118.8937517,696.81975546,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10080,479ee36d1baa1cdb4e145030f6257ec41dd0b60c93602ff82305a117ef56d74b,10080,rigid,False,1,0.05,optimal,646.096606318,80204.8429998,32516.742,30890.9049,675.358733144,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10080,479ee36d1baa1cdb4e145030f6257ec41dd0b60c93602ff82305a117ef56d74b,10080,flexible,True,1,0.05,optimal,765.193550733,80204.8429998,38510.6515433,36585.1189662,729.791080229,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10080,479ee36d1baa1cdb4e145030f6257ec41dd0b60c93602ff82305a117ef56d74b,10080,rigid,True,1,0.05,optimal,719.318830255,80204.8429998,36201.8691794,34391.7757204,743.160840268,0,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10081,5949101fedefe41c31b1f015356790aa03302ebd3f71fd7604f5ed3a6e62345f,10081,flexible,False,1,0.05,optimal,706.092482593,72213.1417763,46042.2759952,43740.1621954,677.344719159,0.01,0
climate_3c,eulp_mixed_3c,3C,hourly_seed_10081,5949101fedefe41c31b1f015356790aa03302ebd3f71fd7604f5ed3a6e62345f,10081,rigid,False,1,0.05,optimal,668.307845962,72213.1417763,43578.4476568,41399.5252739,659.289500983,0,0
