evaluation_split,scenario_id,scenario_hash,episode_seed,analysis_variant,dc_operation,bess_enabled,dc_scale_of_reference_mix,maximum_pv_curtailment_fraction,status,target_dc_peak_kw,reference_mix_operating_peak_kw,pcc_capacity_kw,pv_rated_kw,total_community_load_kwh,total_dc_energy_kwh,total_pv_available_kwh,total_pv_used_kwh,total_pv_curtailed_kwh,pv_utilisation_fraction,renewable_demand_share,total_grid_import_kwh,maximum_pcc_import_kw,hours_near_pcc_limit,near_pcc_limit_fraction,total_bess_charge_kwh,total_bess_discharge_kwh,total_bess_throughput_kwh,maximum_simultaneous_bess_charge_discharge_kw,terminal_soc_deviation_kwh,deadline_miss_gpu_h,deadline_miss_fraction,terminal_backlog_gpu_h,terminal_backlog_fraction
development,hourly_seed_10014,80121a177e637af56c56d47dc085c3902aa2581f4618c16013bd4993dd883674,10014,pv_curtailment_sensitivity,rigid,True,1,0.2,optimal,201.000783984,201.000783984,1000,1000.2829387,59558.2972373,34856.8566521,43219.3343668,34575.4674934,8643.86687335,0.8,0.366206758863,60139.8253527,628.83075358,0,0.95,3078.34827325,2778.20931661,5856.55758985,0,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,fixed_capacity_pv_operation,flexible,False,1,,optimal,201.000783984,201.000783984,1000,500,69231.8509893,34694.9051267,28360.934899,28360.934899,0,1,0.272893487287,75565.8212171,638.609302653,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,fixed_capacity_pv_operation,rigid,False,1,,optimal,201.000783984,201.000783984,1000,500,69231.8509893,34856.8566521,28360.934899,28360.934889,1.00000906968e-05,0.999999999647,0.272468892463,75727.7727525,642.833338784,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,fixed_capacity_pv_operation,flexible,True,1,,optimal,201.000783984,201.000783984,1000,500,69231.8509893,34694.9051167,28360.934899,28360.934889,9.99999974738e-06,0.999999999647,0.272893487217,75565.8212171,656.884715219,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,fixed_capacity_pv_operation,rigid,True,1,,optimal,201.000783984,201.000783984,1000,500,69231.8509893,34856.8566521,28360.934899,28360.934889,9.99999974738e-06,0.999999999647,0.272468892463,75727.7727525,642.833338784,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,headline_pv_hosting_envelope,flexible,False,0.5,0.05,optimal,100.500391992,201.000783984,1000,710.423090404,69231.8509893,17347.5583682,40296.5260353,38281.6997336,2014.82630177,0.95,0.44215709044,48297.7096239,551.129656474,0,0.95,0,0,0,0,0,235.872,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,headline_pv_hosting_envelope,rigid,False,0.5,0.05,optimal,100.500391992,201.000783984,1000,689.897154392,69231.8509893,17428.4283261,39132.2565654,37175.6437371,1956.61282827,0.95,0.428981351443,49484.6355782,544.449551392,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,headline_pv_hosting_envelope,flexible,True,0.5,0.05,optimal,100.500391992,201.000783984,1000,776.7621417,69231.8509893,17353.1075097,44059.4010654,41856.4310121,2202.97005327,0.95,0.483414576132,44936.0844497,549.851347717,0,0.95,2128.78936335,1921.23240043,4050.02176378,1.19670355496e-13,0,235.872,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,headline_pv_hosting_envelope,rigid,True,0.5,0.05,optimal,100.500391992,201.000783984,1000,755.55738258,69231.8509893,17428.4283261,42856.6274796,40713.7961056,2142.83137398,0.95,0.469809195484,46165.8527324,541.802762122,0,0.95,2249.94382152,2030.57429892,4280.51812044,1.22242357333e-12,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,headline_pv_hosting_envelope,flexible,False,1,0.05,optimal,201.000783984,201.000783984,1000,852.809212385,69231.8509893,34696.570393,48372.9331074,45954.286452,2418.64665537,0.95,0.442172466788,57974.1349303,643.514418457,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,headline_pv_hosting_envelope,rigid,False,1,0.05,optimal,201.000783984,201.000783984,1000,810.877418523,69231.8509893,34856.8566521,45994.4833555,43694.7591877,2299.72416778,0.95,0.419783857229,60393.9484537,630.301749443,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,headline_pv_hosting_envelope,flexible,True,1,0.05,optimal,201.000783984,201.000783984,1000,920.311229051,69231.8509893,34703.4284948,52201.7737078,49591.6850224,2610.08868539,0.95,0.477140055509,54553.2161243,645.194612376,0,0.95,2149.96577015,1940.34410756,4090.30987772,2.39340710993e-13,0,471.744,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,headline_pv_hosting_envelope,rigid,True,1,0.05,optimal,201.000783984,201.000783984,1000,876.61680475,69231.8509893,34856.8566521,49723.3442617,47237.1770486,2486.16721309,0.95,0.453816538979,57066.1241743,620.571631921,0,0.95,2200.95981079,1986.36622924,4187.32604003,3.42786973802e-13,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,headline_pv_hosting_envelope,flexible,False,2,0.05,optimal,402.001567968,201.000783984,1000,1136.48862278,69231.8509893,69393.0897157,64463.7596882,61240.5717038,3223.18798441,0.95,0.441771671045,77384.3690012,845.033228657,0,0.95,0,0,0,0,0,943.488,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,headline_pv_hosting_envelope,rigid,False,2,0.05,optimal,402.001567968,201.000783984,1000,1046.87173256,69231.8509893,69713.7133042,59380.5221091,56411.4960037,2969.02610546,0.95,0.405997098868,82534.0682898,805.435140224,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,headline_pv_hosting_envelope,flexible,True,2,0.05,optimal,402.001567968,201.000783984,1000,1203.29614281,69231.8509893,69413.9452314,68253.2071409,64840.5467839,3412.66035705,0.95,0.467670485159,74012.8736552,830.25848558,0,0.95,2129.47916288,1921.8549445,4051.33410739,1.33956583982e-13,0,943.488,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,headline_pv_hosting_envelope,rigid,True,2,0.05,optimal,402.001567968,201.000783984,1000,1112.58794785,69231.8509893,69713.7133042,63108.0687169,59952.665281,3155.40343584,0.95,0.431483117765,79185.6371745,802.763280164,0,0.95,1976.80166163,1784.06349962,3760.86516125,5.73805447601e-12,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,headline_pv_hosting_envelope,flexible,False,3,0.05,optimal,603.002351952,201.000783984,1000,1418.59867934,69231.8509893,104092.357536,80465.569585,76442.2911058,4023.27847925,0.95,0.441036435454,96881.9174195,1000,9,0.95,0,0,0,0,0,1415.232,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,headline_pv_hosting_envelope,rigid,False,3,0.05,optimal,603.002351952,201.000783984,1000,1276.21178817,69231.8509893,104570.569956,72389.1188829,68769.6629387,3619.45594414,0.95,0.395677244106,105032.758007,987.896392214,4,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,headline_pv_hosting_envelope,flexible,True,3,0.05,optimal,603.002351952,201.000783984,1000,1483.81314098,69231.8509893,104128.317912,84164.6557871,79956.4229977,4208.23278935,0.95,0.461215650081,93613.9484005,1000,11,0.95,2155.92304967,1945.72055233,4101.643602,0,0,1415.232,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,headline_pv_hosting_envelope,rigid,True,3,0.05,optimal,603.002351952,201.000783984,1000,1341.39900066,69231.8509893,104570.569956,76086.6594623,72282.3264892,3804.33297312,0.95,0.415887915116,101702.237297,971.832056381,2,0.95,1868.1316949,1685.98885465,3554.12054955,0,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,pv_curtailment_sensitivity,flexible,False,1,0,optimal,201.000783984,201.000783984,1000,630.173100361,69231.8509893,34696.8610659,35744.5965488,35744.5965488,0,1,0.343933796946,68184.1155063,653.48767271,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,pv_curtailment_sensitivity,rigid,False,1,0,optimal,201.000783984,201.000783984,1000,613.876664841,69231.8509893,34856.8566521,34820.2322551,34820.2322551,0,1,0.334524590074,69268.4753863,638.242926247,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,pv_curtailment_sensitivity,flexible,True,1,0,optimal,201.000783984,201.000783984,1000,705.189341443,69231.8509893,34711.2775966,39999.6580082,39999.6580082,0,1,0.384822532787,63999.0206475,655.227963233,0,0.95,569.744305523,514.194235734,1083.93854126,2.13162820728e-13,0,471.744,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,pv_curtailment_sensitivity,rigid,True,1,0,optimal,201.000783984,201.000783984,1000,692.590162542,69231.8509893,34856.8566521,39285.009023,39285.009023,0,1,0.37741854917,64871.3997471,635.069954619,0,0.95,694.370551101,626.669422369,1321.03997347,1.14657059735e-13,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,pv_curtailment_sensitivity,flexible,False,1,0.05,optimal,201.000783984,201.000783984,1000,852.809212385,69231.8509893,34696.570393,48372.9331074,45954.286452,2418.64665537,0.95,0.442172466788,57974.1349303,643.514418457,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,pv_curtailment_sensitivity,rigid,False,1,0.05,optimal,201.000783984,201.000783984,1000,810.877418523,69231.8509893,34856.8566521,45994.4833555,43694.7591877,2299.72416778,0.95,0.419783857229,60393.9484537,630.301749443,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,pv_curtailment_sensitivity,flexible,True,1,0.05,optimal,201.000783984,201.000783984,1000,920.311229051,69231.8509893,34703.4284948,52201.7737078,49591.6850224,2610.08868539,0.95,0.477140055509,54553.2161243,645.194612376,0,0.95,2149.96577015,1940.34410756,4090.30987772,2.39340710993e-13,0,471.744,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,pv_curtailment_sensitivity,rigid,True,1,0.05,optimal,201.000783984,201.000783984,1000,876.61680475,69231.8509893,34856.8566521,49723.3442617,47237.1770486,2486.16721309,0.95,0.453816538979,57066.1241743,620.571631921,0,0.95,2200.95981079,1986.36622924,4187.32604003,3.42786973802e-13,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,pv_curtailment_sensitivity,flexible,False,1,0.1,optimal,201.000783984,201.000783984,1000,960.797516355,69231.8509893,34696.570393,54498.2316249,49048.4084624,5449.82316249,0.9,0.471944130489,54880.0129199,638.932522929,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,pv_curtailment_sensitivity,rigid,False,1,0.1,optimal,201.000783984,201.000783984,1000,916.136925471,69231.8509893,34856.8566521,51964.9994036,46768.4994633,5196.49994036,0.9,0.449313864328,57320.2081781,626.058697884,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,pv_curtailment_sensitivity,flexible,True,1,0.1,optimal,201.000783984,201.000783984,1000,1023.73968894,69231.8509893,34704.6937998,58068.429343,52261.5864087,5806.8429343,0.9,0.502822048922,51963.9954539,632.893632886,0,0.95,2964.48280516,2675.44573166,5639.92853682,4.26325641456e-14,0,471.744,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,pv_curtailment_sensitivity,rigid,True,1,0.1,optimal,201.000783984,201.000783984,1000,982.320007563,69231.8509893,34856.8566521,55719.0275689,50147.124812,5571.90275689,0.9,0.481772960279,54235.2809226,623.39083217,0,0.95,3012.28813507,2718.5900419,5730.87817697,0,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,pv_curtailment_sensitivity,flexible,False,1,0.2,optimal,201.000783984,201.000783984,1000,1157.92694738,69231.8509893,34696.9574434,65679.7815445,52543.8252356,13135.9563089,0.8,0.505575172351,51384.9831971,635.154496438,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,pv_curtailment_sensitivity,rigid,False,1,0.2,optimal,201.000783984,201.000783984,1000,1112.45039965,69231.8509893,34856.8566521,63100.2667259,50480.2133807,12620.0533452,0.8,0.484973005473,53608.4942607,618.145225583,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,pv_curtailment_sensitivity,flexible,True,1,0.2,optimal,201.000783984,201.000783984,1000,1223.41333305,69231.8509893,34701.4410179,69394.2917863,55515.4334291,13878.8583573,0.8,0.534144857311,48800.4950236,632.012183228,0,0.95,3924.47636415,3541.83991865,7466.3162828,6.75015598972e-14,0,471.744,0.01,0,0
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,pv_curtailment_sensitivity,rigid,True,1,0.2,optimal,201.000783984,201.000783984,1000,1180.09900709,69231.8509893,34856.8566521,66937.422229,53549.9377832,13387.4844458,0.8,0.514464431317,50921.0928263,608.232790254,0,0.95,3921.26121154,3538.93824342,7460.19945496,1.02224262788e-12,0,0,0,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,fixed_capacity_pv_operation,flexible,False,1,,optimal,201.000783984,201.000783984,1000,500,43730.0143942,34694.9051167,26605.9557754,26426.2526851,179.703090342,0.993245757008,0.336962445736,51998.6668258,491.688509373,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,fixed_capacity_pv_operation,rigid,False,1,,optimal,201.000783984,201.000783984,1000,500,43730.0143942,34856.8566521,26605.9557754,26207.9446135,398.011161946,0.98504052381,0.333490114373,52378.9264328,444.193854785,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,fixed_capacity_pv_operation,flexible,True,1,,optimal,201.000783984,201.000783984,1000,500,43730.0143942,34694.9051177,26605.9557754,26605.9557654,9.9999961094e-06,0.999999999624,0.339253848535,51836.4847958,477.280815936,0,0.95,179.703070342,162.182020983,341.885091325,0,0,471.744,0.01,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,fixed_capacity_pv_operation,rigid,True,1,,optimal,201.000783984,201.000783984,1000,500,43730.0143942,34856.8566521,26605.9557754,26569.9618304,35.9939450608,0.998647147076,0.338096700843,52052.2058936,444.193854785,0,0.95,362.017206885,326.720529214,688.737736098,0,0,0,0,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,headline_pv_hosting_envelope,flexible,False,0.5,0.05,optimal,100.500391992,201.000783984,1000,467.061181511,43730.0143942,17353.7304445,24853.2182794,23610.5573654,1242.66091397,0.95,0.386527666694,37473.1874733,394.614698777,0,0.95,0,0,0,0,0,235.872,0.01,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,headline_pv_hosting_envelope,rigid,False,0.5,0.05,optimal,100.500391992,201.000783984,1000,451.30425112,43730.0143942,17428.4283261,24014.7618931,22814.0237985,1200.73809466,0.95,0.373031470125,38344.4189218,370.269288982,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,headline_pv_hosting_envelope,flexible,True,0.5,0.05,optimal,100.500391992,201.000783984,1000,523.404723578,43730.0143942,17356.4157299,27851.3658563,26458.7975635,1392.56829282,0.95,0.43313707332,34794.5103322,395.855227826,0,0.95,1711.56688873,1544.68911708,3256.25600582,3.12638803734e-13,0,216.68244114,0.00918644184729,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,headline_pv_hosting_envelope,rigid,True,0.5,0.05,optimal,100.500391992,201.000783984,1000,507.773522571,43730.0143942,17428.4283261,27019.5997709,25668.6197823,1350.97998854,0.95,0.419706889853,35655.491641,368.899619044,0,0.95,1699.16618533,1533.49748226,3232.66366759,3.14592692637e-13,0,0,0,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,headline_pv_hosting_envelope,flexible,False,1,0.05,optimal,201.000783984,201.000783984,1000,602.565707919,43730.0143942,34701.7605332,32063.6731534,30460.4894957,1603.18365767,0.95,0.38836924861,47971.2854317,490.766100085,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,headline_pv_hosting_envelope,rigid,False,1,0.05,optimal,201.000783984,201.000783984,1000,571.233310389,43730.0143942,34856.8566521,30396.4163873,28876.595568,1519.82081937,0.95,0.367448088764,49710.2754784,442.466081054,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,headline_pv_hosting_envelope,flexible,True,1,0.05,optimal,201.000783984,201.000783984,1000,656.649497853,43730.0143942,34696.8432143,34941.5749997,33194.4962497,1747.07874998,0.95,0.42325419202,45405.2093964,486.203793296,0,0.95,1772.8003861,1599.95234845,3372.75273455,0,0,471.744,0.01,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,headline_pv_hosting_envelope,rigid,True,1,0.05,optimal,201.000783984,201.000783984,1000,629.638908391,43730.0143942,34856.8566521,33504.2899023,31829.0754071,1675.2144951,0.95,0.405017720942,46929.0948188,441.04944525,0,0.95,1756.91466263,1585.61548302,3342.53014565,1.82295866306e-12,0,0,0,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,headline_pv_hosting_envelope,flexible,False,2,0.05,optimal,402.001567968,201.000783984,1000,864.873710847,43730.0143942,69403.86621,46021.5834043,43720.5042341,2301.07917021,0.95,0.386449258176,69413.3763701,685.345679085,0,0.95,0,0,0,0,0,943.488,0.01,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,headline_pv_hosting_envelope,rigid,False,2,0.05,optimal,402.001567968,201.000783984,1000,804.031916799,43730.0143942,69713.7133042,42784.0752408,40644.8714787,2139.20376204,0.95,0.358282227703,72798.8562197,610.714913299,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,headline_pv_hosting_envelope,flexible,True,2,0.05,optimal,402.001567968,201.000783984,1000,916.624383538,43730.0143942,69411.3935224,48775.3356222,46336.5688411,2438.76678111,0.95,0.409545626967,66969.0099665,680.387769347,0,0.95,1683.8040095,1519.63311857,3203.43712807,0,0,943.488,0.01,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,headline_pv_hosting_envelope,rigid,True,2,0.05,optimal,402.001567968,201.000783984,1000,864.62752723,43730.0143942,69713.7133042,46008.4835034,43708.0593282,2300.42417517,0.95,0.385284054173,69916.9671669,610.072449414,0,0.95,1859.47483765,1678.17604098,3537.65087863,0,0,0,0,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,headline_pv_hosting_envelope,flexible,False,3,0.05,optimal,603.002351952,201.000783984,1000,1123.38741062,43730.0143942,104098.990888,59777.5915314,56788.7119548,2988.87957657,0.95,0.384151350043,91040.2933276,878.935186624,0,0.95,0,0,0,0,0,1415.232,0.01,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,headline_pv_hosting_envelope,rigid,False,3,0.05,optimal,603.002351952,201.000783984,1000,1027.40059699,43730.0143942,104570.569956,54669.9496942,51936.4522095,2733.49748471,0.95,0.350210705082,96364.1321411,796.294622502,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,headline_pv_hosting_envelope,flexible,True,3,0.05,optimal,603.002351952,201.000783984,1000,1175.54557724,43730.0143942,104092.98386,62553.0272799,59425.3759159,3127.651364,0.95,0.402003589548,88562.472407,868.224313815,0,0.95,1690.76993468,1525.91986604,3216.68980072,2.78910544286e-13,0,1415.232,0.01,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,headline_pv_hosting_envelope,rigid,True,3,0.05,optimal,603.002351952,201.000783984,1000,1091.01293303,43730.0143942,104570.569956,58054.8836931,55152.1395085,2902.74418466,0.95,0.371894283155,93314.5802447,795.620173838,0,0.95,1703.95284717,1537.81744458,3241.77029175,0,0,0,0,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,pv_curtailment_sensitivity,flexible,False,1,0,optimal,201.000783984,201.000783984,1000,443.918253557,43730.0143942,34701.9172307,23621.7388441,23621.7388441,3.63797880709e-12,1,0.301175023421,54810.1927808,496.806206928,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,pv_curtailment_sensitivity,rigid,False,1,0,optimal,201.000783984,201.000783984,1000,421.909503374,43730.0143942,34856.8566521,22450.611176,22450.611176,0,1,0.285678903831,56136.2598703,446.08795051,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,pv_curtailment_sensitivity,flexible,True,1,0,optimal,201.000783984,201.000783984,1000,510.04003218,43730.0143942,34696.2048321,27140.2050798,27140.2050798,1.45519152284e-11,1,0.346060352616,51330.5886814,490.839165757,0,0.95,457.174716623,412.600181752,869.774898375,0,0,471.744,0.01,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,pv_curtailment_sensitivity,rigid,True,1,0,optimal,201.000783984,201.000783984,1000,491.367821392,43730.0143942,34856.8566521,26146.6210508,26146.6210508,3.63797880709e-12,1,0.332709786033,52490.411673,444.403229463,0,0.95,514.478743181,464.317065721,978.795808902,2.93862513436e-12,0,0,0,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,pv_curtailment_sensitivity,flexible,False,1,0.05,optimal,201.000783984,201.000783984,1000,602.565707919,43730.0143942,34701.7605332,32063.6731534,30460.4894957,1603.18365767,0.95,0.38836924861,47971.2854317,490.766100085,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,pv_curtailment_sensitivity,rigid,False,1,0.05,optimal,201.000783984,201.000783984,1000,571.233310389,43730.0143942,34856.8566521,30396.4163873,28876.595568,1519.82081937,0.95,0.367448088764,49710.2754784,442.466081054,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,pv_curtailment_sensitivity,flexible,True,1,0.05,optimal,201.000783984,201.000783984,1000,656.649497853,43730.0143942,34696.8432143,34941.5749997,33194.4962497,1747.07874998,0.95,0.42325419202,45405.2093964,486.203793296,0,0.95,1772.8003861,1599.95234845,3372.75273455,0,0,471.744,0.01,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,pv_curtailment_sensitivity,rigid,True,1,0.05,optimal,201.000783984,201.000783984,1000,629.638908391,43730.0143942,34856.8566521,33504.2899023,31829.0754071,1675.2144951,0.95,0.405017720942,46929.0948188,441.04944525,0,0.95,1756.91466263,1585.61548302,3342.53014565,1.82295866306e-12,0,0,0,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,pv_curtailment_sensitivity,flexible,False,1,0.1,optimal,201.000783984,201.000783984,1000,686.859049839,43730.0143942,34704.1862622,36549.083008,32894.1747072,3654.9083008,0.9,0.419385605156,45540.0259492,488.029938115,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,pv_curtailment_sensitivity,rigid,False,1,0.1,optimal,201.000783984,201.000783984,1000,650.665993706,43730.0143942,34856.8566521,34623.1813063,31160.8631756,3462.31813063,0.9,0.396514872787,47426.0078707,440.539430406,0,0.95,0,0,0,0,0,0,0,0,0
