evaluation_split,scenario_id,scenario_hash,episode_seed,duration_h,recovery_gap_h,event_ordinal,event_start_hour,fixed_capacity_kw,delivered_reduction_kw,fresh_delivered_reduction_kw,delivery_ratio,minimum_interval_delivery_ratio,event_start_backlog_gpu_h,event_start_compute_debt_kwh,fresh_event_start_compute_debt_kwh,paired_compute_debt_increment_kwh,paired_local_service_margin_delta,paired_residual_flexibility_ratio,local_event_success,fresh_local_event_success,failure_labels,fresh_failure_labels
development,hourly_seed_10040,3bfc369d8be7bd68ba470902735ff5d81244971589957b04d92215f0cb049d18,10040,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,826.405952099,247.946779783,104.194450131,143.752329652,0,1,True,True,,
development,hourly_seed_10040,3bfc369d8be7bd68ba470902735ff5d81244971589957b04d92215f0cb049d18,10040,4,12,3,95,44.0003270536,43.6528003046,43.6528003046,0.992101723504,0.980739295009,1905.43617925,563.418034759,54.692688876,508.725345883,0,1,True,True,,
development,hourly_seed_10040,3bfc369d8be7bd68ba470902735ff5d81244971589957b04d92215f0cb049d18,10040,4,12,4,111,44.0003270536,44.0003270536,44.0003270536,1,1,3181.77527159,955.135118762,75.0443608823,880.090757879,0,1,True,True,,
development,hourly_seed_10041,082a32223d81c6a7e82040815ce9a1058f2a8b2fe2d8f9491e9a24652c48004b,10041,4,12,1,63,44.0003270536,44.0003270536,44.0003270536,1,1,336.317963601,102.425815785,102.425815785,0,0,1,True,True,,
development,hourly_seed_10041,082a32223d81c6a7e82040815ce9a1058f2a8b2fe2d8f9491e9a24652c48004b,10041,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,833.477331334,250.758197739,105.61028321,145.14791453,0,1,True,True,,
development,hourly_seed_10041,082a32223d81c6a7e82040815ce9a1058f2a8b2fe2d8f9491e9a24652c48004b,10041,4,12,3,95,44.0003270536,43.8249619471,43.8249619471,0.996014459023,0.984321207419,1691.66983746,501.130365897,66.0199747796,435.110391117,0,1,True,True,,
development,hourly_seed_10041,082a32223d81c6a7e82040815ce9a1058f2a8b2fe2d8f9491e9a24652c48004b,10041,4,12,4,111,44.0003270536,43.8869126163,43.8869126163,0.997422418311,0.989689673245,3259.30262124,971.959387592,109.399859946,862.559527647,0,1,True,True,,
development,hourly_seed_10042,9bbfdfe8c8c4d684ddbdd5e6f316ab58f53dcf5004f88a4afe8bc4e294f220cb,10042,4,12,1,63,44.0003270536,44.0003270536,44.0003270536,1,1,228.464907492,70.95025621,70.95025621,0,0,1,True,True,,
development,hourly_seed_10042,9bbfdfe8c8c4d684ddbdd5e6f316ab58f53dcf5004f88a4afe8bc4e294f220cb,10042,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,873.284565883,262.35445521,103.446793491,158.907661719,0,1,True,True,,
development,hourly_seed_10042,9bbfdfe8c8c4d684ddbdd5e6f316ab58f53dcf5004f88a4afe8bc4e294f220cb,10042,4,12,3,95,44.0003270536,43.5891358782,43.5891358782,0.990654815478,0.981322064019,1869.38225322,554.361283976,84.0765777894,470.284706187,-0.506728287147,1,False,True,window_relief,
development,hourly_seed_10042,9bbfdfe8c8c4d684ddbdd5e6f316ab58f53dcf5004f88a4afe8bc4e294f220cb,10042,4,12,4,111,44.0003270536,44.0003270536,44.0003270536,1,1,3079.44820774,922.990816173,81.4886960681,841.502120105,0,1,True,True,,
development,hourly_seed_10043,1732822a5b2e6495edd467ed756c2e9301e536f3b1e0a90d3f8e48be94ffb47d,10043,4,12,1,63,44.0003270536,44.0003270536,44.0003270536,1,1,343.347662305,106.627336568,106.627336568,0,0,1,True,True,,
development,hourly_seed_10043,1732822a5b2e6495edd467ed756c2e9301e536f3b1e0a90d3f8e48be94ffb47d,10043,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,973.845487619,293.475913586,143.081605765,150.394307821,-0.172680807415,1,False,True,window_relief,
development,hourly_seed_10043,1732822a5b2e6495edd467ed756c2e9301e536f3b1e0a90d3f8e48be94ffb47d,10043,4,12,3,95,44.0003270536,43.1058024916,43.1058024916,0.979670047431,0.957644548667,1701.48318374,503.007725979,46.8759563452,456.131769634,-0.254174443643,1,False,True,window_relief,
development,hourly_seed_10043,1732822a5b2e6495edd467ed756c2e9301e536f3b1e0a90d3f8e48be94ffb47d,10043,4,12,4,111,44.0003270536,43.8140619926,43.8140619926,0.995766734625,0.983066938498,2915.01005129,872.962115378,124.392812636,748.569302742,0,1,True,True,,
development,hourly_seed_10044,0bad03c3450efe86e765cf6316fb71fa3f11621496665789c06f899ded7b90d3,10044,4,12,1,63,44.0003270536,44.0003270536,44.0003270536,1,1,423.724997573,129.479954633,129.479954633,0,0,1,True,True,,
development,hourly_seed_10044,0bad03c3450efe86e765cf6316fb71fa3f11621496665789c06f899ded7b90d3,10044,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,885.029792337,266.951470951,125.100820194,141.850650757,0,1,True,True,,
development,hourly_seed_10044,0bad03c3450efe86e765cf6316fb71fa3f11621496665789c06f899ded7b90d3,10044,4,12,3,95,44.0003270536,43.5294421815,43.5294421815,0.989298150635,0.963630503011,1795.56037344,531.038986421,53.6269251298,477.412061292,0,1,True,True,,
development,hourly_seed_10044,0bad03c3450efe86e765cf6316fb71fa3f11621496665789c06f899ded7b90d3,10044,4,12,4,111,44.0003270536,44.0003270536,44.0003270536,1,1,3267.42303907,977.956803476,123.128588717,854.828214758,0,1,True,True,,
development,hourly_seed_10045,a9d8b2f0f722eaaf6d2325027095cf33b79be1e2ba7bd7ecf7f5d9ea2606cd2d,10045,4,12,1,63,44.0003270536,43.9027317416,43.9027317416,0.997781941215,0.99112776486,414.131568673,127.054968627,127.054968627,0,0,1,True,True,,
development,hourly_seed_10045,a9d8b2f0f722eaaf6d2325027095cf33b79be1e2ba7bd7ecf7f5d9ea2606cd2d,10045,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,949.841813253,285.279565234,124.519898048,160.759667186,0,1,True,True,,
development,hourly_seed_10045,a9d8b2f0f722eaaf6d2325027095cf33b79be1e2ba7bd7ecf7f5d9ea2606cd2d,10045,4,12,3,95,44.0003270536,42.9473922268,42.9473922268,0.976069840902,0.949999995994,1892.85091197,560.162432351,63.1635997949,496.998832556,0,1,False,False,"delivery,interval_delivery","delivery,interval_delivery"
development,hourly_seed_10045,a9d8b2f0f722eaaf6d2325027095cf33b79be1e2ba7bd7ecf7f5d9ea2606cd2d,10045,4,12,4,111,44.0003270536,43.8014798078,43.9383623341,0.995480778004,0.981923112018,3391.80336304,1018.36804731,120.532238043,897.835809272,-0.0124437735306,0.996884669364,True,True,,
development,hourly_seed_10046,327c05228cd95aa5d225fa8979a0ffa88b219e586868d19f0c06e1999026f3eb,10046,4,12,1,63,44.0003270536,43.8821620605,43.8821620605,0.997314451937,0.989257807747,348.996736938,108.381668651,108.381668651,0,0,1,True,True,,
development,hourly_seed_10046,327c05228cd95aa5d225fa8979a0ffa88b219e586868d19f0c06e1999026f3eb,10046,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,714.47870695,213.89448184,70.3912895092,143.503192331,0,1,True,True,,
development,hourly_seed_10046,327c05228cd95aa5d225fa8979a0ffa88b219e586868d19f0c06e1999026f3eb,10046,4,12,3,95,44.0003270536,43.4032737914,43.4032737914,0.986430708537,0.959692722021,1836.49597143,542.820107915,48.674326709,494.145781206,0,1,True,True,,
development,hourly_seed_10046,327c05228cd95aa5d225fa8979a0ffa88b219e586868d19f0c06e1999026f3eb,10046,4,12,4,111,44.0003270536,44.0003270536,44.0003270536,1,1,3365.77801845,1010.12545278,128.740827472,881.38462531,0,1,True,True,,
development,hourly_seed_10047,d5a1656c44b1a7f268f6faadc3bab2c8d64c4cd465d766472d0eae7ddac203d0,10047,4,12,1,63,44.0003270536,44.0003270536,44.0003270536,1,1,525.170488204,162.629653748,162.629653748,0,0,1,True,True,,
development,hourly_seed_10047,d5a1656c44b1a7f268f6faadc3bab2c8d64c4cd465d766472d0eae7ddac203d0,10047,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,864.871622322,260.200679785,109.536369294,150.664310492,0,1,True,True,,
development,hourly_seed_10047,d5a1656c44b1a7f268f6faadc3bab2c8d64c4cd465d766472d0eae7ddac203d0,10047,4,12,3,95,44.0003270536,43.4390200116,43.4390200116,0.987243116595,0.971516037141,1742.52687256,515.42787984,53.4389552421,461.988924598,0,1,True,True,,
development,hourly_seed_10047,d5a1656c44b1a7f268f6faadc3bab2c8d64c4cd465d766472d0eae7ddac203d0,10047,4,12,4,111,44.0003270536,43.6253934544,43.6253934544,0.991478845174,0.965915380698,3173.87708118,953.353421837,105.026301036,848.327120802,0,1,True,True,,
development,hourly_seed_10048,6cd30d4813dea0991484b252b25f0ec6c51eceaf0fbe2aea5350d303d1959ee2,10048,4,12,1,63,44.0003270536,44.0003270536,44.0003270536,1,1,483.911466187,147.84182217,147.84182217,0,0,1,True,True,,
development,hourly_seed_10048,6cd30d4813dea0991484b252b25f0ec6c51eceaf0fbe2aea5350d303d1959ee2,10048,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,1033.23633566,312.157847687,155.586129521,156.571718167,0,1,True,True,,
development,hourly_seed_10048,6cd30d4813dea0991484b252b25f0ec6c51eceaf0fbe2aea5350d303d1959ee2,10048,4,12,3,95,44.0003270536,43.2296672994,43.2296672994,0.982485135774,0.960972406776,1744.41502954,516.111239627,55.8646176165,460.246622011,0,1,True,True,,
development,hourly_seed_10048,6cd30d4813dea0991484b252b25f0ec6c51eceaf0fbe2aea5350d303d1959ee2,10048,4,12,4,111,44.0003270536,44.0003270536,44.0003270536,1,1,3119.94514835,938.126437449,98.443654285,839.682783164,0,1,True,True,,
development,hourly_seed_10049,1230edaa73924e070d33dfafa1c04f87af8f3ad97f69b951235eb8de473fca71,10049,4,12,1,63,44.0003270536,44.0003270536,44.0003270536,1,1,539.208270192,164.799665912,164.799665912,0,0,1,True,True,,
development,hourly_seed_10049,1230edaa73924e070d33dfafa1c04f87af8f3ad97f69b951235eb8de473fca71,10049,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,1080.03381973,327.173809085,179.276985589,147.896823496,0,1,True,True,,
development,hourly_seed_10049,1230edaa73924e070d33dfafa1c04f87af8f3ad97f69b951235eb8de473fca71,10049,4,12,3,95,44.0003270536,43.0840046435,43.0840046435,0.979174645476,0.952509286001,1813.69593713,537.212267188,69.5230972999,467.689169888,0,1,True,True,,
development,hourly_seed_10049,1230edaa73924e070d33dfafa1c04f87af8f3ad97f69b951235eb8de473fca71,10049,4,12,4,111,44.0003270536,44.0003270536,43.9930756104,1,1,3247.25968495,972.669191113,164.690739195,807.978451919,0.000659217206865,1.00016483147,True,True,,
development,hourly_seed_10050,bfde5fac4b67fcbad08c3c0da309c7c928f90d87e0ff6574574099119ac6e2cd,10050,4,12,1,63,44.0003270536,44.0003270536,44.0003270536,1,1,252.207875356,78.3236845218,78.3236845218,0,0,1,True,True,,
development,hourly_seed_10050,bfde5fac4b67fcbad08c3c0da309c7c928f90d87e0ff6574574099119ac6e2cd,10050,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,903.002539492,269.773787722,125.215765985,144.558021737,0,1,True,True,,
development,hourly_seed_10050,bfde5fac4b67fcbad08c3c0da309c7c928f90d87e0ff6574574099119ac6e2cd,10050,4,12,3,95,44.0003270536,43.413750835,43.413750835,0.986668821396,0.963497052212,1695.0777674,501.361295608,51.3873153969,449.973980212,0,1,True,True,,
development,hourly_seed_10050,bfde5fac4b67fcbad08c3c0da309c7c928f90d87e0ff6574574099119ac6e2cd,10050,4,12,4,111,44.0003270536,43.76759336,43.76759336,0.994710637189,0.978842548755,3055.67679768,912.826519263,121.605315846,791.221203417,0,1,True,True,,
development,hourly_seed_10051,0957ac6a57a9915ec406d95099587f33866c9b39db9f68c8ba2caee15120d038,10051,4,12,1,63,44.0003270536,43.961457403,43.961457403,0.999116605416,0.996466421666,392.173037175,119.682939119,119.682939119,0,0,1,True,True,,
development,hourly_seed_10051,0957ac6a57a9915ec406d95099587f33866c9b39db9f68c8ba2caee15120d038,10051,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,747.202927316,224.327530943,85.6831268767,138.644404066,0,1,True,True,,
development,hourly_seed_10051,0957ac6a57a9915ec406d95099587f33866c9b39db9f68c8ba2caee15120d038,10051,4,12,3,95,44.0003270536,43.7387581765,43.7387581765,0.994055296979,0.978745167736,1779.8775928,527.066625697,65.7855045553,461.281121142,0,1,True,True,,
development,hourly_seed_10051,0957ac6a57a9915ec406d95099587f33866c9b39db9f68c8ba2caee15120d038,10051,4,12,4,111,44.0003270536,44.0003270536,44.0003270536,1,1,3094.30558162,922.739966027,97.7668278863,824.97313814,0,1,True,True,,
development,hourly_seed_10052,9b432c6f1a29b8b337edf4788d3e261681358bf7e2fa02491b46b748552d97d3,10052,4,12,1,63,44.0003270536,43.8988799151,43.8988799151,0.997694400353,0.992307953507,286.932308584,88.5986100751,88.5986100751,0,0,1,True,True,,
development,hourly_seed_10052,9b432c6f1a29b8b337edf4788d3e261681358bf7e2fa02491b46b748552d97d3,10052,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,917.784610367,273.81491254,75.074840057,198.740072483,0,1,True,True,,
development,hourly_seed_10052,9b432c6f1a29b8b337edf4788d3e261681358bf7e2fa02491b46b748552d97d3,10052,4,12,3,95,44.0003270536,43.4786904444,43.4786904444,0.988144710639,0.953033236741,1974.83300859,583.434782955,47.1422040789,536.292578876,0,1,True,True,,
development,hourly_seed_10052,9b432c6f1a29b8b337edf4788d3e261681358bf7e2fa02491b46b748552d97d3,10052,4,12,4,111,44.0003270536,44.0003270536,44.0003270536,1,1,3796.3242411,1139.2093681,168.280000806,970.929367289,0,1,True,True,,
development,hourly_seed_10053,5fa0f21573d583fbc348a79af97211bb4a02265625489964cea64c3b668cc0b3,10053,4,12,1,63,44.0003270536,43.9045880664,43.9045880664,0.997824130101,0.991296520403,341.861565224,105.88695902,105.88695902,0,0,1,True,True,,
development,hourly_seed_10053,5fa0f21573d583fbc348a79af97211bb4a02265625489964cea64c3b668cc0b3,10053,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,822.807491533,247.349824369,100.498344417,146.851479952,0,1,True,True,,
development,hourly_seed_10053,5fa0f21573d583fbc348a79af97211bb4a02265625489964cea64c3b668cc0b3,10053,4,12,3,95,44.0003270536,43.5283224102,43.5283224102,0.989272701477,0.968992762236,1908.59472977,565.587064413,78.2053714872,487.381692925,0,1,True,True,,
development,hourly_seed_10053,5fa0f21573d583fbc348a79af97211bb4a02265625489964cea64c3b668cc0b3,10053,4,12,4,111,44.0003270536,43.8254233835,43.8254233835,0.996024946136,0.991438512454,3216.15112023,963.355562519,102.438763456,860.916799063,0,1,True,True,,
development,hourly_seed_10054,a4ef13745d5efcaf724218ab8d50ff7f87cb1caf1cc8aa0a6899cb431cad85d6,10054,4,12,1,63,44.0003270536,44.0003270536,44.0003270536,1,1,473.521322662,143.972331949,143.972331949,0,0,1,True,True,,
development,hourly_seed_10054,a4ef13745d5efcaf724218ab8d50ff7f87cb1caf1cc8aa0a6899cb431cad85d6,10054,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,980.642602224,294.503431076,114.195485783,180.307945292,0,1,True,True,,
development,hourly_seed_10054,a4ef13745d5efcaf724218ab8d50ff7f87cb1caf1cc8aa0a6899cb431cad85d6,10054,4,12,3,95,44.0003270536,43.5376100058,43.5376100058,0.989483781626,0.977510643828,1689.36526921,501.248534337,81.1175453567,420.13098898,0,1,True,True,,
development,hourly_seed_10054,a4ef13745d5efcaf724218ab8d50ff7f87cb1caf1cc8aa0a6899cb431cad85d6,10054,4,12,4,111,44.0003270536,43.8211801951,43.8779794356,0.995928510752,0.98371404301,3318.8513504,995.050952482,186.957197283,808.093755199,-0.00516352893617,0.998705518321,True,True,,
development,hourly_seed_10055,fa0a1ea3fcc4db57cded55221f6e76b77ce1e94c5f791c2da67adec33c20930d,10055,4,12,1,63,44.0003270536,43.8125856839,43.8125856839,0.995733182403,0.982932729612,421.947099991,131.036556738,131.036556738,0,0,1,True,True,,
development,hourly_seed_10055,fa0a1ea3fcc4db57cded55221f6e76b77ce1e94c5f791c2da67adec33c20930d,10055,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,880.541370911,265.259844079,122.195878726,143.063965353,0,1,True,True,,
development,hourly_seed_10055,fa0a1ea3fcc4db57cded55221f6e76b77ce1e94c5f791c2da67adec33c20930d,10055,4,12,3,95,44.0003270536,43.8859301257,43.8859301257,0.997400089145,0.989600356578,1940.81762601,574.313077039,63.9217463881,510.391330651,0,1,True,True,,
development,hourly_seed_10055,fa0a1ea3fcc4db57cded55221f6e76b77ce1e94c5f791c2da67adec33c20930d,10055,4,12,4,111,44.0003270536,43.8972802861,43.8972802861,0.997658045419,0.990632181676,3241.57895866,972.11061735,107.593900854,864.516716495,0,1,True,True,,
development,hourly_seed_10056,077a46e39d843deaa94ab3eff099cafbfe34d60d086e784bc1ed32c376acd4a3,10056,4,12,1,63,44.0003270536,43.9337693523,43.9337693523,0.998487336213,0.993949344854,311.168309261,96.3936842217,96.3936842217,0,0,1,True,True,,
development,hourly_seed_10056,077a46e39d843deaa94ab3eff099cafbfe34d60d086e784bc1ed32c376acd4a3,10056,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,1727.97066174,519.28941476,107.844385566,411.445029194,0,1,True,True,,
development,hourly_seed_10056,077a46e39d843deaa94ab3eff099cafbfe34d60d086e784bc1ed32c376acd4a3,10056,4,12,3,95,44.0003270536,43.9647863712,43.9647863712,0.999192263223,0.996815821481,2175.97919872,647.853084873,74.3068577559,573.546227117,0,1,True,True,,
development,hourly_seed_10056,077a46e39d843deaa94ab3eff099cafbfe34d60d086e784bc1ed32c376acd4a3,10056,4,12,4,111,44.0003270536,43.7436141373,43.7436141373,0.994165658906,0.976662635623,3390.18150642,1018.70946848,102.937756879,915.771711596,0,1,True,True,,
development,hourly_seed_10057,d181957c9ed7ae70eceac00e0d23fbefdc2490ac886a91e3a510d5cf2701ea47,10057,4,12,1,63,44.0003270536,43.8510899897,43.8510899897,0.996608273759,0.988393677319,203.487676757,63.1935248172,63.1935248172,0,0,1,True,True,,
development,hourly_seed_10057,d181957c9ed7ae70eceac00e0d23fbefdc2490ac886a91e3a510d5cf2701ea47,10057,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,990.539150468,295.405144597,96.7404751826,198.664669414,0,1,True,True,,
development,hourly_seed_10057,d181957c9ed7ae70eceac00e0d23fbefdc2490ac886a91e3a510d5cf2701ea47,10057,4,12,3,95,44.0003270536,42.9365846984,42.9365846984,0.975824217081,0.953068125079,1519.67231997,450.295807385,61.5258994245,388.76990796,0,1,True,True,,
development,hourly_seed_10057,d181957c9ed7ae70eceac00e0d23fbefdc2490ac886a91e3a510d5cf2701ea47,10057,4,12,4,111,44.0003270536,43.4503230578,43.4503230578,0.9875000021,0.950000008401,2960.3306793,889.462259675,140.329379854,749.132879821,0,1,True,True,,
development,hourly_seed_10058,45349eb54f5c117b6b271013cff4ea1955095dfd7cb15fbbeffea454650f090b,10058,4,12,1,63,44.0003270536,44.0003270536,44.0003270536,1,1,432.4598473,132.100501252,132.100501252,0,0,1,True,True,,
development,hourly_seed_10058,45349eb54f5c117b6b271013cff4ea1955095dfd7cb15fbbeffea454650f090b,10058,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,836.77012992,251.877306474,108.463334535,143.413971939,0,1,True,True,,
development,hourly_seed_10058,45349eb54f5c117b6b271013cff4ea1955095dfd7cb15fbbeffea454650f090b,10058,4,12,3,95,44.0003270536,43.5373921526,43.5373921526,0.989478830455,0.980425541139,1686.63839411,499.21482354,57.7628359236,441.451987616,0,1,True,True,,
development,hourly_seed_10058,45349eb54f5c117b6b271013cff4ea1955095dfd7cb15fbbeffea454650f090b,10058,4,12,4,111,44.0003270536,43.9740308817,43.9740308817,0.999402364173,0.997609456691,3044.81441339,907.726236042,64.8549518492,842.871284193,0,1,True,True,,
development,hourly_seed_10059,6639253b46809f0a45c9024636a8f6e7e3f2cc75d7d0fbc1edeeb2170ae7d303,10059,4,12,1,63,44.0003270536,43.8401648202,43.8401648202,0.996359976298,0.98543990519,403.726502586,124.272445182,124.272445182,0,0,1,True,True,,
development,hourly_seed_10059,6639253b46809f0a45c9024636a8f6e7e3f2cc75d7d0fbc1edeeb2170ae7d303,10059,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,961.192034599,289.780966606,149.086177546,140.69478906,0,1,True,True,,
development,hourly_seed_10059,6639253b46809f0a45c9024636a8f6e7e3f2cc75d7d0fbc1edeeb2170ae7d303,10059,4,12,3,95,44.0003270536,43.5216572192,43.5216572192,0.98912122099,0.97269937311,2034.68239346,603.507957132,68.4572127145,535.050744418,0,1,True,True,,
development,hourly_seed_10059,6639253b46809f0a45c9024636a8f6e7e3f2cc75d7d0fbc1edeeb2170ae7d303,10059,4,12,4,111,44.0003270536,43.7040214237,43.7111947156,0.993265831195,0.973715437372,3533.130109,1062.46495617,124.069385709,938.395570466,0,0.999835893484,True,True,,
development,hourly_seed_10060,e6b95f3d6e5537a5c01faac73a82ed907840f6a5d274a49528ca938700cef7e6,10060,4,12,1,63,44.0003270536,44.0003270536,44.0003270536,1,1,463.96468375,140.836957217,140.836957217,0,0,1,True,True,,
development,hourly_seed_10060,e6b95f3d6e5537a5c01faac73a82ed907840f6a5d274a49528ca938700cef7e6,10060,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,965.834795995,289.281919605,143.423298494,145.858621112,0,1,True,True,,
development,hourly_seed_10060,e6b95f3d6e5537a5c01faac73a82ed907840f6a5d274a49528ca938700cef7e6,10060,4,12,3,95,44.0003270536,43.3474892231,43.3474892231,0.985162886863,0.967847670491,2031.63503055,602.32888428,88.565207441,513.763676839,0,1,True,True,,
development,hourly_seed_10060,e6b95f3d6e5537a5c01faac73a82ed907840f6a5d274a49528ca938700cef7e6,10060,4,12,4,111,44.0003270536,44.0003270536,43.8229438911,1,1,3114.01006407,934.404253481,79.7767363752,854.627517106,0.0161256221805,1.00404772356,True,True,,
development,hourly_seed_10061,8d5d8d501b6daedcb4ae9e0c47a1912bea36d0812db78697750677df5e16eaf9,10061,4,12,1,63,44.0003270536,44.0003270536,44.0003270536,1,1,346.831695948,105.741340276,105.741340276,0,0,1,True,True,,
development,hourly_seed_10061,8d5d8d501b6daedcb4ae9e0c47a1912bea36d0812db78697750677df5e16eaf9,10061,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,1174.83874802,352.309861181,128.179139955,224.130721226,0,1,True,True,,
development,hourly_seed_10061,8d5d8d501b6daedcb4ae9e0c47a1912bea36d0812db78697750677df5e16eaf9,10061,4,12,3,95,44.0003270536,43.5971212112,43.5971212112,0.990836298968,0.96334519587,2245.90480355,666.118292283,102.908372683,563.209919599,0,1,True,True,,
development,hourly_seed_10061,8d5d8d501b6daedcb4ae9e0c47a1912bea36d0812db78697750677df5e16eaf9,10061,4,12,4,111,44.0003270536,43.8934222555,43.8934222555,0.997570363558,0.990281454232,3600.66121867,1078.76413163,96.5438389872,982.220292648,0,1,True,True,,
development,hourly_seed_10062,8f8cd75d770cca34ef42153443310c38add5b78517c90f22a92b9231053a6b4a,10062,4,12,1,63,44.0003270536,43.8115199758,43.8115199758,0.995708961946,0.982835847783,312.471592728,96.0780133856,96.0780133856,0,0,1,True,True,,
development,hourly_seed_10062,8f8cd75d770cca34ef42153443310c38add5b78517c90f22a92b9231053a6b4a,10062,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,1031.83293131,309.84799724,129.548678543,180.299318696,-0.495347291156,1,False,True,window_relief,
development,hourly_seed_10062,8f8cd75d770cca34ef42153443310c38add5b78517c90f22a92b9231053a6b4a,10062,4,12,3,95,44.0003270536,43.370578813,43.370578813,0.985687646371,0.949999997118,1708.82776769,505.117623355,45.9143968419,459.203226513,-0.0031265863385,1,False,False,"delivery,interval_delivery,window_relief","delivery,interval_delivery"
development,hourly_seed_10062,8f8cd75d770cca34ef42153443310c38add5b78517c90f22a92b9231053a6b4a,10062,4,12,4,111,44.0003270536,43.9169631198,43.9169631198,0.998105379223,0.992421516892,3099.92603747,933.040557836,67.8664227159,865.17413512,0,1,True,True,,
development,hourly_seed_10063,6ef829230173de189251bcb8b301aebb8faf314444b30938a0b92d8feccc8875,10063,4,12,1,63,44.0003270536,43.7356829607,43.7356829607,0.993985406231,0.975941624924,334.043184165,103.549375952,103.549375952,0,0,1,True,True,,
development,hourly_seed_10063,6ef829230173de189251bcb8b301aebb8faf314444b30938a0b92d8feccc8875,10063,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,1887.9245877,566.289834103,153.396015925,412.893818179,0,1,True,True,,
development,hourly_seed_10063,6ef829230173de189251bcb8b301aebb8faf314444b30938a0b92d8feccc8875,10063,4,12,3,95,44.0003270536,43.2639929081,43.2639929081,0.983265257447,0.958829445304,2100.50905358,620.631118871,51.417302214,569.213816657,0,1,True,True,,
development,hourly_seed_10063,6ef829230173de189251bcb8b301aebb8faf314444b30938a0b92d8feccc8875,10063,4,12,4,111,44.0003270536,44.0003270536,44.0003270536,1,1,3879.63891837,1162.42954013,277.906517387,884.523022743,0,1,True,True,,
development,hourly_seed_10064,60016c815072fab5353710e4f65b3b929a6a37e74bc34e0f213caa9623da77f1,10064,4,12,1,63,44.0003270536,44.0003270536,44.0003270536,1,1,555.109900448,168.652385259,168.652385259,0,0,1,True,True,,
development,hourly_seed_10064,60016c815072fab5353710e4f65b3b929a6a37e74bc34e0f213caa9623da77f1,10064,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,984.056877989,297.232352494,146.899325942,150.333026552,0,1,True,True,,
development,hourly_seed_10064,60016c815072fab5353710e4f65b3b929a6a37e74bc34e0f213caa9623da77f1,10064,4,12,3,95,44.0003270536,44.0003270536,44.0003270536,1,1,1952.21762765,579.644282273,101.424862495,478.219419778,0,1,True,True,,
development,hourly_seed_10064,60016c815072fab5353710e4f65b3b929a6a37e74bc34e0f213caa9623da77f1,10064,4,12,4,111,44.0003270536,43.7327607031,43.8955483766,0.993918991781,0.985201230592,3065.25701277,919.710821358,90.2064700104,829.504351347,-0.00527350593918,0.996291476482,True,True,,
development,hourly_seed_10065,4247ca8cbeee4ca236979540e6f452ef5d9bf52941a2bb42adafe07fb3ab53a8,10065,4,12,1,63,44.0003270536,43.9342142714,43.9342142714,0.998497447936,0.993989791743,236.893358994,73.567729494,73.567729494,0,0,1,True,True,,
development,hourly_seed_10065,4247ca8cbeee4ca236979540e6f452ef5d9bf52941a2bb42adafe07fb3ab53a8,10065,4,12,2,79,44.0003270536,44.0003270536,44.0003270536,1,1,824.690940535,248.146217492,109.610727365,138.535490127,0,1,True,True,,
development,hourly_seed_10065,4247ca8cbeee4ca236979540e6f452ef5d9bf52941a2bb42adafe07fb3ab53a8,10065,4,12,3,95,44.0003270536,43.4925483834,43.4925483834,0.988459661456,0.962092650062,1911.8504757,566.008637702,68.0370725692,497.971565133,0,1,True,True,,
development,hourly_seed_10065,4247ca8cbeee4ca236979540e6f452ef5d9bf52941a2bb42adafe07fb3ab53a8,10065,4,12,4,111,44.0003270536,43.9707902879,43.993845052,0.99932871486,0.997904127937,3250.37750109,976.021326845,107.557014199,868.464312646,-0.00150660356626,0.999475954783,True,True,,
development,hourly_seed_10066,e06e8dce88411508747530f8bb78fff9b0d1af7f46832f2074644189deaa600c,10066,4,12,1,63,44.0003270536,43.8856722907,43.8856722907,0.997394229302,0.989576917208,392.730313167,121.002572888,121.002572888,0,0,1,True,True,,
