community_profile_case,climate_zone,timestamp,community_load_kw,pv_generation_kw,net_community_load_kw,profile_id
climate_5a,5A,2018-05-08 08:00:00,296.65034301,4.82621605771,291.824126952,eulp_mixed_5a
climate_5a,5A,2018-05-08 09:00:00,313.614812275,6.04376990302,307.571042372,eulp_mixed_5a
climate_5a,5A,2018-05-08 10:00:00,328.925416265,6.85669549201,322.068720773,eulp_mixed_5a
climate_5a,5A,2018-05-08 11:00:00,345.539299964,7.10464579638,338.434654167,eulp_mixed_5a
climate_5a,5A,2018-05-08 12:00:00,356.73648594,6.90660706448,349.829878875,eulp_mixed_5a
climate_5a,5A,2018-05-08 13:00:00,368.232069149,6.28465232355,361.947416825,eulp_mixed_5a
climate_5a,5A,2018-05-08 14:00:00,380.636413035,5.47665071042,375.159762325,eulp_mixed_5a
climate_5a,5A,2018-05-08 15:00:00,399.896432385,4.3351699386,395.561262447,eulp_mixed_5a
climate_5a,5A,2018-05-08 16:00:00,423.21982857,2.91717948336,420.302649087,eulp_mixed_5a
climate_5a,5A,2018-05-08 17:00:00,433.699662485,1.48622634665,432.213436138,eulp_mixed_5a
climate_5a,5A,2018-05-08 18:00:00,433.117770729,0.42757823969,432.690192489,eulp_mixed_5a
climate_5a,5A,2018-05-08 19:00:00,421.212075799,0.0255266740133,421.186549125,eulp_mixed_5a
climate_5a,5A,2018-05-08 20:00:00,388.763261485,0,388.763261485,eulp_mixed_5a
climate_5a,5A,2018-05-08 21:00:00,315.635439231,0,315.635439231,eulp_mixed_5a
climate_5a,5A,2018-05-08 22:00:00,239.742180105,0,239.742180105,eulp_mixed_5a
climate_5a,5A,2018-05-08 23:00:00,191.376272178,0,191.376272178,eulp_mixed_5a
climate_5a,5A,2018-05-09 00:00:00,170.244317677,0,170.244317677,eulp_mixed_5a
climate_5a,5A,2018-05-09 01:00:00,160.651387594,0,160.651387594,eulp_mixed_5a
climate_5a,5A,2018-05-09 02:00:00,157.715917566,0,157.715917566,eulp_mixed_5a
climate_5a,5A,2018-05-09 03:00:00,162.614920331,0,162.614920331,eulp_mixed_5a
climate_5a,5A,2018-05-09 04:00:00,179.715289032,0.041215803394,179.674073228,eulp_mixed_5a
climate_5a,5A,2018-05-09 05:00:00,213.527968571,0.523059885351,213.004908686,eulp_mixed_5a
climate_5a,5A,2018-05-09 06:00:00,249.352663476,1.72523615714,247.627427319,eulp_mixed_5a
climate_5a,5A,2018-05-09 07:00:00,278.328810952,3.26480325885,275.064007693,eulp_mixed_5a
climate_5a,5A,2018-05-09 08:00:00,304.105398097,4.68886096691,299.41653713,eulp_mixed_5a
climate_5a,5A,2018-05-09 09:00:00,324.726564335,5.79098725245,318.935577082,eulp_mixed_5a
climate_5a,5A,2018-05-09 10:00:00,343.673181081,6.55844610553,337.114734976,eulp_mixed_5a
climate_5a,5A,2018-05-09 11:00:00,364.89491973,6.89329920512,358.001620525,eulp_mixed_5a
climate_5a,5A,2018-05-09 12:00:00,382.287780294,6.74018535417,375.54759494,eulp_mixed_5a
climate_5a,5A,2018-05-09 13:00:00,395.576825125,6.14407378217,389.432751343,eulp_mixed_5a
climate_5a,5A,2018-05-09 14:00:00,403.86755687,5.02680560328,398.840751267,eulp_mixed_5a
climate_5a,5A,2018-05-09 15:00:00,417.972716066,3.95594208594,414.01677398,eulp_mixed_5a
climate_5a,5A,2018-05-09 16:00:00,436.197212222,2.66382128939,433.533390932,eulp_mixed_5a
climate_5a,5A,2018-05-09 17:00:00,439.909391144,1.34935758766,438.560033556,eulp_mixed_5a
climate_5a,5A,2018-05-09 18:00:00,436.655351663,0.388194933015,436.26715673,eulp_mixed_5a
climate_5a,5A,2018-05-09 19:00:00,426.601603161,0.0223459215259,426.57925724,eulp_mixed_5a
climate_5a,5A,2018-05-09 20:00:00,396.961941027,0.00011189721924,396.96182913,eulp_mixed_5a
climate_5a,5A,2018-05-09 21:00:00,326.588860729,0,326.588860729,eulp_mixed_5a
climate_5a,5A,2018-05-09 22:00:00,250.861449729,0,250.861449729,eulp_mixed_5a
climate_5a,5A,2018-05-09 23:00:00,206.21946017,0,206.21946017,eulp_mixed_5a
climate_5a,5A,2018-05-10 00:00:00,186.968192512,0,186.968192512,eulp_mixed_5a
climate_5a,5A,2018-05-10 01:00:00,175.566889645,0,175.566889645,eulp_mixed_5a
climate_5a,5A,2018-05-10 02:00:00,169.97552743,0,169.97552743,eulp_mixed_5a
climate_5a,5A,2018-05-10 03:00:00,170.704877385,0,170.704877385,eulp_mixed_5a
climate_5a,5A,2018-05-10 04:00:00,184.581598492,0.0318563494431,184.549742143,eulp_mixed_5a
climate_5a,5A,2018-05-10 05:00:00,216.991028326,0.385696469163,216.605331857,eulp_mixed_5a
climate_5a,5A,2018-05-10 06:00:00,254.60997322,1.05599175916,253.553981461,eulp_mixed_5a
climate_5a,5A,2018-05-10 07:00:00,284.107586996,1.75692089517,282.350666101,eulp_mixed_5a
climate_5a,5A,2018-05-10 08:00:00,307.109595543,3.13254335404,303.977052189,eulp_mixed_5a
climate_5a,5A,2018-05-10 09:00:00,322.026785843,4.66469137458,317.362094469,eulp_mixed_5a
climate_5a,5A,2018-05-10 10:00:00,333.626435457,5.40099655073,328.225438906,eulp_mixed_5a
climate_5a,5A,2018-05-10 11:00:00,346.692761225,5.42695099235,341.265810232,eulp_mixed_5a
climate_5a,5A,2018-05-10 12:00:00,354.797294614,4.97667101211,349.820623602,eulp_mixed_5a
climate_5a,5A,2018-05-10 13:00:00,358.994955162,4.34376001714,354.651195145,eulp_mixed_5a
climate_5a,5A,2018-05-10 14:00:00,364.835750813,3.80160762075,361.034143192,eulp_mixed_5a
climate_5a,5A,2018-05-10 15:00:00,377.121104011,3.02649035864,374.094613652,eulp_mixed_5a
climate_5a,5A,2018-05-10 16:00:00,396.352087431,2.18132642582,394.170761005,eulp_mixed_5a
climate_5a,5A,2018-05-10 17:00:00,404.658473975,1.12696241299,403.531511562,eulp_mixed_5a
climate_5a,5A,2018-05-10 18:00:00,407.761942329,0.332590884919,407.429351444,eulp_mixed_5a
climate_5a,5A,2018-05-10 19:00:00,401.983171869,0.0244313949183,401.958740474,eulp_mixed_5a
climate_5a,5A,2018-05-10 20:00:00,375.371897959,0.000160726512026,375.371737232,eulp_mixed_5a
climate_5a,5A,2018-05-10 21:00:00,306.143725562,0,306.143725562,eulp_mixed_5a
climate_5a,5A,2018-05-10 22:00:00,232.021876458,0,232.021876458,eulp_mixed_5a
climate_5a,5A,2018-05-10 23:00:00,185.056875343,0,185.056875343,eulp_mixed_5a
climate_5a,5A,2018-05-11 00:00:00,165.691354297,0,165.691354297,eulp_mixed_5a
climate_5a,5A,2018-05-11 01:00:00,158.812025243,0,158.812025243,eulp_mixed_5a
climate_5a,5A,2018-05-11 02:00:00,157.853604655,0,157.853604655,eulp_mixed_5a
climate_5a,5A,2018-05-11 03:00:00,163.677452504,0,163.677452504,eulp_mixed_5a
climate_5a,5A,2018-05-11 04:00:00,182.052183331,0.0502276130313,182.001955718,eulp_mixed_5a
climate_5a,5A,2018-05-11 05:00:00,216.681039521,0.551710255078,216.129329266,eulp_mixed_5a
climate_5a,5A,2018-05-11 06:00:00,255.016325107,1.57563056504,253.440694542,eulp_mixed_5a
climate_5a,5A,2018-05-11 07:00:00,282.212580642,2.72805678674,279.484523855,eulp_mixed_5a
climate_5a,5A,2018-05-11 08:00:00,299.8948512,3.73067611918,296.16417508,eulp_mixed_5a
climate_5a,5A,2018-05-11 09:00:00,308.212596785,4.91005318444,303.3025436,eulp_mixed_5a
climate_5a,5A,2018-05-11 10:00:00,314.382113982,6.11507219349,308.267041788,eulp_mixed_5a
climate_5a,5A,2018-05-11 11:00:00,322.659886655,6.7281051575,315.931781498,eulp_mixed_5a
climate_5a,5A,2018-05-11 12:00:00,325.539569887,6.59378315804,318.945786728,eulp_mixed_5a
climate_5a,5A,2018-05-11 13:00:00,327.106364624,5.97377985646,321.132584767,eulp_mixed_5a
climate_5a,5A,2018-05-11 14:00:00,330.314460184,5.01882633091,325.295633853,eulp_mixed_5a
climate_5a,5A,2018-05-11 15:00:00,337.599223105,3.7634268586,333.835796247,eulp_mixed_5a
climate_5a,5A,2018-05-11 16:00:00,347.92095991,2.39926229664,345.521697613,eulp_mixed_5a
climate_5a,5A,2018-05-11 17:00:00,349.557025533,1.12507835053,348.431947182,eulp_mixed_5a
climate_5a,5A,2018-05-11 18:00:00,356.31047818,0.30848744088,356.00199074,eulp_mixed_5a
climate_5a,5A,2018-05-11 19:00:00,361.963970092,0.0189761003731,361.944993992,eulp_mixed_5a
climate_5a,5A,2018-05-11 20:00:00,346.547639282,2.1188101707e-05,346.547618094,eulp_mixed_5a
climate_5a,5A,2018-05-11 21:00:00,288.752384635,0,288.752384635,eulp_mixed_5a
climate_5a,5A,2018-05-11 22:00:00,224.277975976,0,224.277975976,eulp_mixed_5a
climate_5a,5A,2018-05-11 23:00:00,185.031516909,0,185.031516909,eulp_mixed_5a
climate_5a,5A,2018-05-12 00:00:00,173.269709306,0,173.269709306,eulp_mixed_5a
climate_5a,5A,2018-05-12 01:00:00,169.140840127,0,169.140840127,eulp_mixed_5a
climate_5a,5A,2018-05-12 02:00:00,169.152083203,0,169.152083203,eulp_mixed_5a
climate_5a,5A,2018-05-12 03:00:00,170.711275162,0,170.711275162,eulp_mixed_5a
climate_5a,5A,2018-05-12 04:00:00,176.642985316,0.0096199482082,176.633365368,eulp_mixed_5a
climate_5a,5A,2018-05-12 05:00:00,189.676087424,0.15058240968,189.525505014,eulp_mixed_5a
climate_5a,5A,2018-05-12 06:00:00,216.130926279,0.43790954233,215.693016737,eulp_mixed_5a
climate_5a,5A,2018-05-12 07:00:00,251.370895359,0.624543636733,250.746351722,eulp_mixed_5a
climate_5a,5A,2018-05-12 08:00:00,277.709139839,0.897680514742,276.811459324,eulp_mixed_5a
climate_5a,5A,2018-05-12 09:00:00,291.879427527,1.23096913929,290.648458388,eulp_mixed_5a
climate_5a,5A,2018-05-12 10:00:00,296.711337639,1.47874426171,295.232593378,eulp_mixed_5a
climate_5a,5A,2018-05-12 11:00:00,305.268357098,1.55579955794,303.71255754,eulp_mixed_5a
climate_5a,5A,2018-05-12 12:00:00,305.280533393,1.48479423815,303.795739155,eulp_mixed_5a
climate_5a,5A,2018-05-12 13:00:00,305.763290743,1.35206491777,304.411225825,eulp_mixed_5a
climate_5a,5A,2018-05-12 14:00:00,308.098834778,1.16673840606,306.932096372,eulp_mixed_5a
climate_5a,5A,2018-05-12 15:00:00,314.506343849,0.98903306499,313.517310784,eulp_mixed_5a
climate_5a,5A,2018-05-12 16:00:00,315.778578102,0.658870962156,315.119707139,eulp_mixed_5a
climate_5a,5A,2018-05-12 17:00:00,318.135440381,0.367110090386,317.76833029,eulp_mixed_5a
climate_5a,5A,2018-05-12 18:00:00,327.333383369,0.131905356114,327.201478013,eulp_mixed_5a
climate_5a,5A,2018-05-12 19:00:00,339.321232169,0.0190520703028,339.302180099,eulp_mixed_5a
climate_5a,5A,2018-05-12 20:00:00,331.128479131,0.000151895953186,331.128327235,eulp_mixed_5a
climate_5a,5A,2018-05-12 21:00:00,277.880386229,0,277.880386229,eulp_mixed_5a
climate_5a,5A,2018-05-12 22:00:00,218.809826475,0,218.809826475,eulp_mixed_5a
climate_5a,5A,2018-05-12 23:00:00,179.224111733,0,179.224111733,eulp_mixed_5a
climate_5a,5A,2018-05-13 00:00:00,165.540064367,0,165.540064367,eulp_mixed_5a
climate_5a,5A,2018-05-13 01:00:00,162.63208122,0,162.63208122,eulp_mixed_5a
climate_5a,5A,2018-05-13 02:00:00,163.952994056,0,163.952994056,eulp_mixed_5a
climate_5a,5A,2018-05-13 03:00:00,166.43996784,0,166.43996784,eulp_mixed_5a
climate_5a,5A,2018-05-13 04:00:00,174.054766449,0.0135047587096,174.041261691,eulp_mixed_5a
climate_5a,5A,2018-05-13 05:00:00,187.907826439,0.17534685299,187.732479586,eulp_mixed_5a
climate_5a,5A,2018-05-13 06:00:00,213.074758708,0.54527915477,212.529479553,eulp_mixed_5a
climate_5a,5A,2018-05-13 07:00:00,244.398846717,1.11539156617,243.283455151,eulp_mixed_5a
climate_5a,5A,2018-05-13 08:00:00,265.103613148,1.82784840434,263.275764743,eulp_mixed_5a
climate_5a,5A,2018-05-13 09:00:00,268.349621444,2.40773354986,265.941887894,eulp_mixed_5a
climate_5a,5A,2018-05-13 10:00:00,264.269128656,2.87437146907,261.394757187,eulp_mixed_5a
climate_5a,5A,2018-05-13 11:00:00,265.367869837,3.46213450267,261.905735334,eulp_mixed_5a
climate_5a,5A,2018-05-13 12:00:00,266.944463026,3.83356896617,263.11089406,eulp_mixed_5a
climate_5a,5A,2018-05-13 13:00:00,274.286185692,3.77570466873,270.510481023,eulp_mixed_5a
climate_5a,5A,2018-05-13 14:00:00,287.37212119,3.22018576176,284.151935428,eulp_mixed_5a
climate_5a,5A,2018-05-13 15:00:00,306.195696377,2.571414859,303.624281518,eulp_mixed_5a
climate_5a,5A,2018-05-13 16:00:00,321.999196905,1.80444439567,320.194752509,eulp_mixed_5a
climate_5a,5A,2018-05-13 17:00:00,330.975772139,0.921247172508,330.054524967,eulp_mixed_5a
climate_5a,5A,2018-05-13 18:00:00,340.613036393,0.26914434219,340.343892051,eulp_mixed_5a
climate_5a,5A,2018-05-13 19:00:00,348.04942731,0.0178372184678,348.031590092,eulp_mixed_5a
climate_5a,5A,2018-05-13 20:00:00,334.239403638,0.000180582193795,334.239223056,eulp_mixed_5a
climate_5a,5A,2018-05-13 21:00:00,276.430410312,0,276.430410312,eulp_mixed_5a
climate_5a,5A,2018-05-13 22:00:00,214.936993559,0,214.936993559,eulp_mixed_5a
climate_5a,5A,2018-05-13 23:00:00,186.76256169,0,186.76256169,eulp_mixed_5a
climate_5a,5A,2018-05-14 00:00:00,172.68064066,0,172.68064066,eulp_mixed_5a
climate_5a,5A,2018-05-14 01:00:00,166.979189886,0,166.979189886,eulp_mixed_5a
climate_5a,5A,2018-05-14 02:00:00,165.444165331,0,165.444165331,eulp_mixed_5a
climate_5a,5A,2018-05-14 03:00:00,169.969736492,0,169.969736492,eulp_mixed_5a
climate_5a,5A,2018-05-14 04:00:00,187.549575735,0.0183876147256,187.53118812,eulp_mixed_5a
climate_5a,5A,2018-05-14 05:00:00,221.876557295,0.23966101707,221.636896278,eulp_mixed_5a
climate_5a,5A,2018-05-14 06:00:00,258.746433497,0.745926008753,258.000507489,eulp_mixed_5a
climate_5a,5A,2018-05-14 07:00:00,287.179962568,1.37532575572,285.804636813,eulp_mixed_5a
climate_5a,5A,2018-05-14 08:00:00,307.236429175,2.32811439264,304.908314782,eulp_mixed_5a
climate_5a,5A,2018-05-14 09:00:00,320.383201675,3.01558097412,317.367620701,eulp_mixed_5a
climate_5a,5A,2018-05-14 10:00:00,327.841756728,3.92900722227,323.912749506,eulp_mixed_5a
climate_5a,5A,2018-05-14 11:00:00,335.760218164,5.16895713956,330.591261025,eulp_mixed_5a
climate_5a,5A,2018-05-14 12:00:00,336.207490076,6.19896350572,330.00852657,eulp_mixed_5a
climate_5a,5A,2018-05-14 13:00:00,341.558017508,6.17849217133,335.379525336,eulp_mixed_5a
climate_5a,5A,2018-05-14 14:00:00,351.161680627,5.37499769882,345.786682928,eulp_mixed_5a
climate_5a,5A,2018-05-14 15:00:00,370.12645882,4.11647675703,366.009982063,eulp_mixed_5a
climate_5a,5A,2018-05-14 16:00:00,394.680363399,2.72177650651,391.958586892,eulp_mixed_5a
climate_5a,5A,2018-05-14 17:00:00,405.036349482,1.35137155743,403.684977925,eulp_mixed_5a
climate_5a,5A,2018-05-14 18:00:00,407.282739014,0.400214145794,406.882524868,eulp_mixed_5a
climate_5a,5A,2018-05-14 19:00:00,404.338032177,0.0218247898201,404.316207387,eulp_mixed_5a
climate_5a,5A,2018-05-14 20:00:00,381.232310814,6.92074982912e-05,381.232241606,eulp_mixed_5a
climate_5a,5A,2018-05-14 21:00:00,314.223183853,0,314.223183853,eulp_mixed_5a
climate_5a,5A,2018-05-14 22:00:00,243.402651065,0,243.402651065,eulp_mixed_5a
climate_5a,5A,2018-05-14 23:00:00,200.418403618,0,200.418403618,eulp_mixed_5a
climate_5a,5A,2018-05-15 00:00:00,182.400093996,0,182.400093996,eulp_mixed_5a
climate_5a,5A,2018-05-15 01:00:00,173.254482187,0,173.254482187,eulp_mixed_5a
climate_5a,5A,2018-05-15 02:00:00,169.656758176,0,169.656758176,eulp_mixed_5a
climate_5a,5A,2018-05-15 03:00:00,172.259698546,0,172.259698546,eulp_mixed_5a
climate_5a,5A,2018-05-15 04:00:00,186.772547628,0.0462971024238,186.726250525,eulp_mixed_5a
climate_5a,5A,2018-05-15 05:00:00,220.171246252,0.451619291176,219.719626961,eulp_mixed_5a
reference_3a,3A,2018-05-06 00:00:00,144.168211638,0,144.168211638,eulp_mixed_3a
reference_3a,3A,2018-05-06 01:00:00,134.129944199,0,134.129944199,eulp_mixed_3a
reference_3a,3A,2018-05-06 02:00:00,128.44485694,0,128.44485694,eulp_mixed_3a
reference_3a,3A,2018-05-06 03:00:00,123.99214751,0,123.99214751,eulp_mixed_3a
reference_3a,3A,2018-05-06 04:00:00,122.530676848,0,122.530676848,eulp_mixed_3a
reference_3a,3A,2018-05-06 05:00:00,128.594028185,0.00469994052322,128.589328245,eulp_mixed_3a
reference_3a,3A,2018-05-06 06:00:00,139.460140607,0.052885700979,139.407254906,eulp_mixed_3a
reference_3a,3A,2018-05-06 07:00:00,161.892514104,0.208272935434,161.684241168,eulp_mixed_3a
reference_3a,3A,2018-05-06 08:00:00,190.997294764,0.450354145233,190.546940619,eulp_mixed_3a
reference_3a,3A,2018-05-06 09:00:00,215.074443851,0.715236738141,214.359207112,eulp_mixed_3a
reference_3a,3A,2018-05-06 10:00:00,233.806971486,0.932784541685,232.874186944,eulp_mixed_3a
reference_3a,3A,2018-05-06 11:00:00,256.492421486,1.03605950315,255.456361983,eulp_mixed_3a
reference_3a,3A,2018-05-06 12:00:00,280.747309827,1.05041644969,279.696893377,eulp_mixed_3a
reference_3a,3A,2018-05-06 13:00:00,305.217796171,1.00822121288,304.209574959,eulp_mixed_3a
reference_3a,3A,2018-05-06 14:00:00,332.799127714,0.955239235316,331.843888478,eulp_mixed_3a
reference_3a,3A,2018-05-06 15:00:00,361.315862482,0.801540335119,360.514322147,eulp_mixed_3a
reference_3a,3A,2018-05-06 16:00:00,384.256447613,0.603848082944,383.65259953,eulp_mixed_3a
reference_3a,3A,2018-05-06 17:00:00,393.604032186,0.375894093154,393.228138093,eulp_mixed_3a
reference_3a,3A,2018-05-06 18:00:00,384.687598529,0.171538602274,384.516059927,eulp_mixed_3a
reference_3a,3A,2018-05-06 19:00:00,362.017026218,0.0386792251993,361.978346993,eulp_mixed_3a
reference_3a,3A,2018-05-06 20:00:00,326.808499559,7.87294724346e-05,326.80842083,eulp_mixed_3a
reference_3a,3A,2018-05-06 21:00:00,276.562057163,0,276.562057163,eulp_mixed_3a
reference_3a,3A,2018-05-06 22:00:00,220.500110579,0,220.500110579,eulp_mixed_3a
reference_3a,3A,2018-05-06 23:00:00,180.379377971,0,180.379377971,eulp_mixed_3a
reference_3a,3A,2018-05-07 00:00:00,159.659870904,0,159.659870904,eulp_mixed_3a
reference_3a,3A,2018-05-07 01:00:00,147.234040314,0,147.234040314,eulp_mixed_3a
reference_3a,3A,2018-05-07 02:00:00,138.962502789,0,138.962502789,eulp_mixed_3a
reference_3a,3A,2018-05-07 03:00:00,135.732853464,0,135.732853464,eulp_mixed_3a
reference_3a,3A,2018-05-07 04:00:00,141.855849521,0,141.855849521,eulp_mixed_3a
reference_3a,3A,2018-05-07 05:00:00,162.036209808,0.0074896573905,162.02872015,eulp_mixed_3a
reference_3a,3A,2018-05-07 06:00:00,186.705662429,0.073519199966,186.632143229,eulp_mixed_3a
reference_3a,3A,2018-05-07 07:00:00,218.086348418,0.244595829919,217.841752588,eulp_mixed_3a
reference_3a,3A,2018-05-07 08:00:00,252.190695482,0.478967133846,251.711728348,eulp_mixed_3a
reference_3a,3A,2018-05-07 09:00:00,287.013087891,0.719188473576,286.293899417,eulp_mixed_3a
reference_3a,3A,2018-05-07 10:00:00,320.877500786,0.907655436726,319.969845349,eulp_mixed_3a
reference_3a,3A,2018-05-07 11:00:00,351.901811644,1.03206018274,350.869751461,eulp_mixed_3a
reference_3a,3A,2018-05-07 12:00:00,380.044294554,1.07871365445,378.965580899,eulp_mixed_3a
reference_3a,3A,2018-05-07 13:00:00,399.118005098,1.06053639252,398.057468705,eulp_mixed_3a
reference_3a,3A,2018-05-07 14:00:00,415.990970898,0.973400107764,415.01757079,eulp_mixed_3a
reference_3a,3A,2018-05-07 15:00:00,433.716734819,0.829410169771,432.887324649,eulp_mixed_3a
reference_3a,3A,2018-05-07 16:00:00,449.204832493,0.62372169674,448.581110796,eulp_mixed_3a
reference_3a,3A,2018-05-07 17:00:00,453.992762657,0.383527923908,453.609234733,eulp_mixed_3a
reference_3a,3A,2018-05-07 18:00:00,437.811533547,0.170289646647,437.6412439,eulp_mixed_3a
reference_3a,3A,2018-05-07 19:00:00,404.14213241,0.0384380858784,404.103694324,eulp_mixed_3a
reference_3a,3A,2018-05-07 20:00:00,362.565738379,8.51350500198e-05,362.565653244,eulp_mixed_3a
reference_3a,3A,2018-05-07 21:00:00,305.596418127,0,305.596418127,eulp_mixed_3a
reference_3a,3A,2018-05-07 22:00:00,241.993378526,0,241.993378526,eulp_mixed_3a
reference_3a,3A,2018-05-07 23:00:00,198.812786766,0,198.812786766,eulp_mixed_3a
reference_3a,3A,2018-05-08 00:00:00,175.427145353,0,175.427145353,eulp_mixed_3a
reference_3a,3A,2018-05-08 01:00:00,162.341857047,0,162.341857047,eulp_mixed_3a
reference_3a,3A,2018-05-08 02:00:00,152.919511352,0,152.919511352,eulp_mixed_3a
reference_3a,3A,2018-05-08 03:00:00,148.891185211,0,148.891185211,eulp_mixed_3a
reference_3a,3A,2018-05-08 04:00:00,153.679066029,0,153.679066029,eulp_mixed_3a
reference_3a,3A,2018-05-08 05:00:00,172.914901328,0.00736892981697,172.907532398,eulp_mixed_3a
reference_3a,3A,2018-05-08 06:00:00,196.118231135,0.0727293807064,196.045501755,eulp_mixed_3a
reference_3a,3A,2018-05-08 07:00:00,227.128344522,0.25010435253,226.87824017,eulp_mixed_3a
reference_3a,3A,2018-05-08 08:00:00,262.149648256,0.506626329631,261.643021926,eulp_mixed_3a
reference_3a,3A,2018-05-08 09:00:00,297.533360039,0.74355128069,296.789808759,eulp_mixed_3a
reference_3a,3A,2018-05-08 10:00:00,329.086275837,0.92511918354,328.161156653,eulp_mixed_3a
reference_3a,3A,2018-05-08 11:00:00,357.73836243,1.03368871775,356.704673712,eulp_mixed_3a
reference_3a,3A,2018-05-08 12:00:00,383.733198129,1.07261968283,382.660578446,eulp_mixed_3a
reference_3a,3A,2018-05-08 13:00:00,403.692417329,1.04210783113,402.650309498,eulp_mixed_3a
reference_3a,3A,2018-05-08 14:00:00,419.277820528,0.956558025176,418.321262502,eulp_mixed_3a
reference_3a,3A,2018-05-08 15:00:00,430.235930982,0.803726488327,429.432204494,eulp_mixed_3a
reference_3a,3A,2018-05-08 16:00:00,436.58875929,0.616486911456,435.972272379,eulp_mixed_3a
reference_3a,3A,2018-05-08 17:00:00,436.385956166,0.387185611242,435.998770555,eulp_mixed_3a
reference_3a,3A,2018-05-08 18:00:00,422.154861743,0.174497644011,421.980364099,eulp_mixed_3a
reference_3a,3A,2018-05-08 19:00:00,394.951928371,0.039173551901,394.912754819,eulp_mixed_3a
reference_3a,3A,2018-05-08 20:00:00,359.056049828,8.67705094042e-05,359.055963057,eulp_mixed_3a
reference_3a,3A,2018-05-08 21:00:00,304.685969202,0,304.685969202,eulp_mixed_3a
reference_3a,3A,2018-05-08 22:00:00,244.262493158,0,244.262493158,eulp_mixed_3a
reference_3a,3A,2018-05-08 23:00:00,198.964016707,0,198.964016707,eulp_mixed_3a
reference_3a,3A,2018-05-09 00:00:00,173.113507739,0,173.113507739,eulp_mixed_3a
reference_3a,3A,2018-05-09 01:00:00,160.636438568,0,160.636438568,eulp_mixed_3a
reference_3a,3A,2018-05-09 02:00:00,152.724373057,0,152.724373057,eulp_mixed_3a
reference_3a,3A,2018-05-09 03:00:00,150.002989004,0,150.002989004,eulp_mixed_3a
reference_3a,3A,2018-05-09 04:00:00,154.64004969,0,154.64004969,eulp_mixed_3a
reference_3a,3A,2018-05-09 05:00:00,173.272289084,0.00796939375655,173.264319691,eulp_mixed_3a
reference_3a,3A,2018-05-09 06:00:00,196.64830202,0.0770090104938,196.57129301,eulp_mixed_3a
reference_3a,3A,2018-05-09 07:00:00,228.086967574,0.244826782084,227.842140792,eulp_mixed_3a
reference_3a,3A,2018-05-09 08:00:00,263.589026841,0.47570696844,263.113319873,eulp_mixed_3a
reference_3a,3A,2018-05-09 09:00:00,298.802412646,0.732999029428,298.069413616,eulp_mixed_3a
reference_3a,3A,2018-05-09 10:00:00,333.488789885,0.920160461024,332.568629424,eulp_mixed_3a
reference_3a,3A,2018-05-09 11:00:00,365.233071381,1.04097279673,364.192098585,eulp_mixed_3a
reference_3a,3A,2018-05-09 12:00:00,394.43716857,1.11898812781,393.318180443,eulp_mixed_3a
reference_3a,3A,2018-05-09 13:00:00,417.076872126,1.11485201068,415.962020115,eulp_mixed_3a
reference_3a,3A,2018-05-09 14:00:00,434.971293217,1.02792127439,433.943371943,eulp_mixed_3a
reference_3a,3A,2018-05-09 15:00:00,451.66691668,0.871498865982,450.795417814,eulp_mixed_3a
reference_3a,3A,2018-05-09 16:00:00,465.256625371,0.657680725731,464.598944646,eulp_mixed_3a
reference_3a,3A,2018-05-09 17:00:00,469.189843472,0.407322901599,468.782520571,eulp_mixed_3a
reference_3a,3A,2018-05-09 18:00:00,452.742011674,0.1811601366,452.560851537,eulp_mixed_3a
reference_3a,3A,2018-05-09 19:00:00,418.988377194,0.0411829430911,418.947194251,eulp_mixed_3a
reference_3a,3A,2018-05-09 20:00:00,375.418168756,6.48053057873e-05,375.41810395,eulp_mixed_3a
reference_3a,3A,2018-05-09 21:00:00,316.319322831,0,316.319322831,eulp_mixed_3a
reference_3a,3A,2018-05-09 22:00:00,252.687968502,0,252.687968502,eulp_mixed_3a
reference_3a,3A,2018-05-09 23:00:00,209.526374826,0,209.526374826,eulp_mixed_3a
reference_3a,3A,2018-05-10 00:00:00,185.6520027,0,185.6520027,eulp_mixed_3a
reference_3a,3A,2018-05-10 01:00:00,171.580783638,0,171.580783638,eulp_mixed_3a
reference_3a,3A,2018-05-10 02:00:00,162.021806857,0,162.021806857,eulp_mixed_3a
reference_3a,3A,2018-05-10 03:00:00,156.946095604,0,156.946095604,eulp_mixed_3a
reference_3a,3A,2018-05-10 04:00:00,159.762027767,0,159.762027767,eulp_mixed_3a
reference_3a,3A,2018-05-10 05:00:00,177.727517096,0.00852854208528,177.718988554,eulp_mixed_3a
reference_3a,3A,2018-05-10 06:00:00,203.073081078,0.0780035846879,202.995077493,eulp_mixed_3a
reference_3a,3A,2018-05-10 07:00:00,237.886220481,0.258333022254,237.627887459,eulp_mixed_3a
reference_3a,3A,2018-05-10 08:00:00,277.389542187,0.50984891642,276.87969327,eulp_mixed_3a
reference_3a,3A,2018-05-10 09:00:00,316.59729529,0.753930306197,315.843364984,eulp_mixed_3a
reference_3a,3A,2018-05-10 10:00:00,353.757958056,0.939009101354,352.818948955,eulp_mixed_3a
reference_3a,3A,2018-05-10 11:00:00,386.884406692,1.04788780815,385.836518884,eulp_mixed_3a
reference_3a,3A,2018-05-10 12:00:00,416.849369763,1.10635976191,415.743010001,eulp_mixed_3a
