evaluation_split,scenario_id,scenario_hash,episode_seed,dc_operation,pv_enabled,bess_enabled,pcc_capacity_kw,reference_mix_operating_peak_kw,hosting_dc_peak_kw,hosting_scale_of_reference_mix,minimum_background_gross_headroom_kw,maximum_pcc_power_kw,total_pv_available_kwh,total_pv_used_kwh,total_pv_curtailed_kwh,total_bess_charge_kwh,total_bess_discharge_kwh,terminal_soc_deviation_kwh,hosting_status
development,hourly_seed_10050,ff0cf7654734b4fd77f7830ed6ad0171dc76234c9d7bf090aba31a3aceea3c50,10050,flexible,True,True,1000,201.000783984,920.838262404,4.58126701872,396.924737649,1000,32074.6678003,27975.514332,4099.15346837,805.711259409,727.154411617,0,optimal
development,hourly_seed_10050,ff0cf7654734b4fd77f7830ed6ad0171dc76234c9d7bf090aba31a3aceea3c50,10050,rigid,True,True,1000,201.000783984,640.808608955,3.18809009723,396.924737649,1000,32074.6678003,13127.7837878,18946.8840126,569.418386286,513.900093623,0,optimal
development,hourly_seed_10051,97f526072e37af449e4ea64d0bbd451ce8a1776b29c15cfdfb81fc855e751f97,10051,flexible,False,False,1000,201.000783984,689.081817221,3.42825437574,396.924737649,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10051,97f526072e37af449e4ea64d0bbd451ce8a1776b29c15cfdfb81fc855e751f97,10051,rigid,False,False,1000,201.000783984,403.396004496,2.0069374681,396.924737649,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10051,97f526072e37af449e4ea64d0bbd451ce8a1776b29c15cfdfb81fc855e751f97,10051,flexible,False,True,1000,201.000783984,704.268536326,3.50380989749,396.924737649,1000,0,0,0,1451.70680055,1310.1653875,0,optimal
development,hourly_seed_10051,97f526072e37af449e4ea64d0bbd451ce8a1776b29c15cfdfb81fc855e751f97,10051,rigid,False,True,1000,201.000783984,466.445476659,2.32061521061,396.924737649,1000,0,0,0,894.677967596,807.446865755,0,optimal
development,hourly_seed_10051,97f526072e37af449e4ea64d0bbd451ce8a1776b29c15cfdfb81fc855e751f97,10051,flexible,True,False,1000,201.000783984,885.960665111,4.40774731098,396.924737649,1000,31886.0785635,30246.6769528,1639.40161073,0,0,0,optimal
development,hourly_seed_10051,97f526072e37af449e4ea64d0bbd451ce8a1776b29c15cfdfb81fc855e751f97,10051,rigid,True,False,1000,201.000783984,575.324186887,2.86229822334,396.924737649,1000,31886.0785635,20058.6166246,11827.4619389,0,0,0,optimal
development,hourly_seed_10051,97f526072e37af449e4ea64d0bbd451ce8a1776b29c15cfdfb81fc855e751f97,10051,flexible,True,True,1000,201.000783984,890.975279149,4.43269554222,396.924737649,1000,31886.0785635,28372.5696483,3513.50891521,671.375394991,605.91629398,0,optimal
development,hourly_seed_10051,97f526072e37af449e4ea64d0bbd451ce8a1776b29c15cfdfb81fc855e751f97,10051,rigid,True,True,1000,201.000783984,673.542516059,3.35094472125,396.924737649,1000,31886.0785635,17470.3970459,14415.6815176,1002.12405821,904.416962535,0,optimal
development,hourly_seed_10052,a333177b75cd41fd0a343a88867d104d0a8a44c3deaa67419b7f851b632cde6c,10052,flexible,False,False,1000,201.000783984,927.189100621,4.61286310552,702.08580654,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10052,a333177b75cd41fd0a343a88867d104d0a8a44c3deaa67419b7f851b632cde6c,10052,rigid,False,False,1000,201.000783984,713.890156292,3.55167846683,702.08580654,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10052,a333177b75cd41fd0a343a88867d104d0a8a44c3deaa67419b7f851b632cde6c,10052,flexible,False,True,1000,201.000783984,928.59801887,4.61987262171,702.08580654,1000,0,0,0,265.149152208,239.297109868,0,optimal
development,hourly_seed_10052,a333177b75cd41fd0a343a88867d104d0a8a44c3deaa67419b7f851b632cde6c,10052,rigid,False,True,1000,201.000783984,743.379511496,3.69839110456,702.08580654,1000,0,0,0,470.625828096,424.739809857,0,optimal
development,hourly_seed_10052,a333177b75cd41fd0a343a88867d104d0a8a44c3deaa67419b7f851b632cde6c,10052,flexible,True,False,1000,201.000783984,1038.83212553,5.16829887396,702.08580654,1000,21546.2347492,17985.0016847,3561.23306453,0,0,0,optimal
development,hourly_seed_10052,a333177b75cd41fd0a343a88867d104d0a8a44c3deaa67419b7f851b632cde6c,10052,rigid,True,False,1000,201.000783984,760.004143754,3.78110039518,702.08580654,1000,21546.2347492,3711.33357425,17834.9011749,0,0,0,optimal
development,hourly_seed_10052,a333177b75cd41fd0a343a88867d104d0a8a44c3deaa67419b7f851b632cde6c,10052,flexible,True,True,1000,201.000783984,1043.27977257,5.19042638486,702.08580654,1000,21546.2347492,16642.88752,4903.34722921,663.261985345,598.593941773,0,optimal
development,hourly_seed_10052,a333177b75cd41fd0a343a88867d104d0a8a44c3deaa67419b7f851b632cde6c,10052,rigid,True,True,1000,201.000783984,848.888394683,4.22330887401,702.08580654,1000,21546.2347492,6831.313886,14714.9208632,1275.88506961,1151.48627533,0,optimal
development,hourly_seed_10053,20fb60833ddd2710084f1b9cc9a48d37deb5f64b787b518f200fb70ee9517b84,10053,flexible,False,False,1000,201.000783984,775.4510423,3.85795033696,435.568138831,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10053,20fb60833ddd2710084f1b9cc9a48d37deb5f64b787b518f200fb70ee9517b84,10053,rigid,False,False,1000,201.000783984,508.76468076,2.5311576934,435.568138831,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10053,20fb60833ddd2710084f1b9cc9a48d37deb5f64b787b518f200fb70ee9517b84,10053,flexible,False,True,1000,201.000783984,778.149002355,3.87137297144,435.568138831,1000,0,0,0,444.818837305,401.449000668,0,optimal
development,hourly_seed_10053,20fb60833ddd2710084f1b9cc9a48d37deb5f64b787b518f200fb70ee9517b84,10053,rigid,False,True,1000,201.000783984,554.771391497,2.76004590878,435.568138831,1000,0,0,0,801.434199364,723.294364926,0,optimal
development,hourly_seed_10053,20fb60833ddd2710084f1b9cc9a48d37deb5f64b787b518f200fb70ee9517b84,10053,flexible,True,False,1000,201.000783984,937.364335786,4.6634859686,435.568138831,1000,29804.4531276,29502.6581329,301.794994673,0,0,0,optimal
development,hourly_seed_10053,20fb60833ddd2710084f1b9cc9a48d37deb5f64b787b518f200fb70ee9517b84,10053,rigid,True,False,1000,201.000783984,601.482417639,2.99243816724,435.568138831,1000,29804.4531276,14239.3718845,15565.081243,0,0,0,optimal
development,hourly_seed_10053,20fb60833ddd2710084f1b9cc9a48d37deb5f64b787b518f200fb70ee9517b84,10053,flexible,True,True,1000,201.000783984,940.658024915,4.67987241776,435.568138831,1000,29804.4531276,25996.0576299,3808.3954977,474.423595781,428.167295192,0,optimal
development,hourly_seed_10053,20fb60833ddd2710084f1b9cc9a48d37deb5f64b787b518f200fb70ee9517b84,10053,rigid,True,True,1000,201.000783984,695.41627806,3.45976898336,435.568138831,1000,29804.4531276,13602.5361642,16201.9169633,815.268513037,735.779833016,0,optimal
development,hourly_seed_10054,58dde3e57b46427de557fb8483145bdd1d53f15467c9cf6e047da8f91fc9ad51,10054,flexible,False,False,1000,201.000783984,922.880170113,4.59142572392,664.819391868,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10054,58dde3e57b46427de557fb8483145bdd1d53f15467c9cf6e047da8f91fc9ad51,10054,rigid,False,False,1000,201.000783984,662.146730214,3.29424949042,664.819391868,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10054,58dde3e57b46427de557fb8483145bdd1d53f15467c9cf6e047da8f91fc9ad51,10054,flexible,False,True,1000,201.000783984,924.267567555,4.59832817184,664.819391868,1000,0,0,0,250.176170233,225.783993635,0,optimal
development,hourly_seed_10054,58dde3e57b46427de557fb8483145bdd1d53f15467c9cf6e047da8f91fc9ad51,10054,rigid,False,True,1000,201.000783984,696.381585701,3.46457149021,664.819391868,1000,0,0,0,621.052631579,560.5,0,optimal
development,hourly_seed_10054,58dde3e57b46427de557fb8483145bdd1d53f15467c9cf6e047da8f91fc9ad51,10054,flexible,True,False,1000,201.000783984,1005.88632625,5.00439006411,664.819391868,1000,18726.1788194,12443.3297253,6282.84909401,0,0,0,optimal
development,hourly_seed_10054,58dde3e57b46427de557fb8483145bdd1d53f15467c9cf6e047da8f91fc9ad51,10054,rigid,True,False,1000,201.000783984,714.271765845,3.55357701441,664.819391868,1000,18726.1788194,1565.75531293,17160.4235064,0,0,0,optimal
development,hourly_seed_10054,58dde3e57b46427de557fb8483145bdd1d53f15467c9cf6e047da8f91fc9ad51,10054,flexible,True,True,1000,201.000783984,1006.85317675,5.00920024683,664.819391868,1000,18726.1788194,12175.3168949,6550.86192448,154.317089891,139.271173626,0,optimal
development,hourly_seed_10054,58dde3e57b46427de557fb8483145bdd1d53f15467c9cf6e047da8f91fc9ad51,10054,rigid,True,True,1000,201.000783984,812.572742052,4.04263469,664.819391868,1000,18726.1788194,5308.78644637,13417.392373,727.645721427,656.700263587,0,optimal
development,hourly_seed_10055,d299693da51b5983a6e4be4608693b7be763cf148a6b03c4d639bc2530b2fa8e,10055,flexible,False,False,1000,201.000783984,658.605947536,3.27663372491,368.263161223,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10055,d299693da51b5983a6e4be4608693b7be763cf148a6b03c4d639bc2530b2fa8e,10055,rigid,False,False,1000,201.000783984,371.474388281,1.84812407653,368.263161223,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10055,d299693da51b5983a6e4be4608693b7be763cf148a6b03c4d639bc2530b2fa8e,10055,flexible,False,True,1000,201.000783984,676.061648186,3.36347766802,368.263161223,1000,0,0,0,1578.94736842,1425,0,optimal
development,hourly_seed_10055,d299693da51b5983a6e4be4608693b7be763cf148a6b03c4d639bc2530b2fa8e,10055,rigid,False,True,1000,201.000783984,414.634198478,2.06284866287,368.263161223,1000,0,0,0,538.563516119,486.053573297,0,optimal
development,hourly_seed_10055,d299693da51b5983a6e4be4608693b7be763cf148a6b03c4d639bc2530b2fa8e,10055,flexible,True,False,1000,201.000783984,864.805107255,4.30249618988,368.263161223,1000,33053.8838488,32582.5168434,471.367005477,0,0,0,optimal
development,hourly_seed_10055,d299693da51b5983a6e4be4608693b7be763cf148a6b03c4d639bc2530b2fa8e,10055,rigid,True,False,1000,201.000783984,490.850984405,2.44203517357,368.263161223,1000,33053.8838488,15024.9418367,18028.9420121,0,0,0,optimal
development,hourly_seed_10055,d299693da51b5983a6e4be4608693b7be763cf148a6b03c4d639bc2530b2fa8e,10055,flexible,True,True,1000,201.000783984,870.84697397,4.33255511103,368.263161223,1000,33053.8838488,31484.4379488,1569.4459,772.707598052,697.368607242,0,optimal
development,hourly_seed_10055,d299693da51b5983a6e4be4608693b7be763cf148a6b03c4d639bc2530b2fa8e,10055,rigid,True,True,1000,201.000783984,591.790925579,2.94422197689,368.263161223,1000,33053.8838488,19618.7643395,13435.1195094,583.438289778,526.553056524,0,optimal
development,hourly_seed_10056,2b0ce80618fccabc2d2413d21d5edc77f7c563ebc89fe4e0aaa795f9075ec407,10056,flexible,False,False,1000,201.000783984,887.183760014,4.41383233652,555.253822628,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10056,2b0ce80618fccabc2d2413d21d5edc77f7c563ebc89fe4e0aaa795f9075ec407,10056,rigid,False,False,1000,201.000783984,574.302157339,2.85721351905,555.253822628,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10056,2b0ce80618fccabc2d2413d21d5edc77f7c563ebc89fe4e0aaa795f9075ec407,10056,flexible,False,True,1000,201.000783984,888.589751513,4.42082729182,555.253822628,1000,0,0,0,210.526315789,190,0,optimal
development,hourly_seed_10056,2b0ce80618fccabc2d2413d21d5edc77f7c563ebc89fe4e0aaa795f9075ec407,10056,rigid,False,True,1000,201.000783984,643.067416318,3.19932790097,555.253822628,1000,0,0,0,550.671347955,496.98089153,0,optimal
development,hourly_seed_10056,2b0ce80618fccabc2d2413d21d5edc77f7c563ebc89fe4e0aaa795f9075ec407,10056,flexible,True,False,1000,201.000783984,983.694342678,4.89398261629,555.253822628,1000,21771.2315913,15879.5862874,5891.64530389,0,0,0,optimal
development,hourly_seed_10056,2b0ce80618fccabc2d2413d21d5edc77f7c563ebc89fe4e0aaa795f9075ec407,10056,rigid,True,False,1000,201.000783984,586.658495174,2.91868759686,555.253822628,1000,21771.2315913,597.452730615,21173.7788607,0,0,0,optimal
development,hourly_seed_10056,2b0ce80618fccabc2d2413d21d5edc77f7c563ebc89fe4e0aaa795f9075ec407,10056,flexible,True,True,1000,201.000783984,991.379878803,4.93221896528,555.253822628,1000,21771.2315913,15935.2733674,5835.95822397,989.880004681,893.366704224,0,optimal
development,hourly_seed_10056,2b0ce80618fccabc2d2413d21d5edc77f7c563ebc89fe4e0aaa795f9075ec407,10056,rigid,True,True,1000,201.000783984,676.850264337,3.36740111616,555.253822628,1000,21771.2315913,1786.37071642,19984.8608749,688.369968938,621.253896967,0,optimal
development,hourly_seed_10057,d16c0464a1badd1711170e505d17ea365bfa76776ac0fe711fc2e50b73ebb949,10057,flexible,False,False,1000,201.000783984,860.014939392,4.27866460193,564.495408943,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10057,d16c0464a1badd1711170e505d17ea365bfa76776ac0fe711fc2e50b73ebb949,10057,rigid,False,False,1000,201.000783984,559.946492775,2.78579258088,564.495408943,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10057,d16c0464a1badd1711170e505d17ea365bfa76776ac0fe711fc2e50b73ebb949,10057,flexible,False,True,1000,201.000783984,861.473666087,4.28592192036,564.495408943,1000,0,0,0,210.526315789,190,0,optimal
development,hourly_seed_10057,d16c0464a1badd1711170e505d17ea365bfa76776ac0fe711fc2e50b73ebb949,10057,rigid,False,True,1000,201.000783984,659.14065519,3.27929395162,564.495408943,1000,0,0,0,543.75435579,490.7383061,0,optimal
development,hourly_seed_10057,d16c0464a1badd1711170e505d17ea365bfa76776ac0fe711fc2e50b73ebb949,10057,flexible,True,False,1000,201.000783984,935.142055474,4.65242989076,564.495408943,1000,17293.1189629,12205.9809663,5087.13799661,0,0,0,optimal
development,hourly_seed_10057,d16c0464a1badd1711170e505d17ea365bfa76776ac0fe711fc2e50b73ebb949,10057,rigid,True,False,1000,201.000783984,622.149088283,3.09525702314,564.495408943,1000,17293.1189629,413.964572373,16879.1543905,0,0,0,optimal
development,hourly_seed_10057,d16c0464a1badd1711170e505d17ea365bfa76776ac0fe711fc2e50b73ebb949,10057,flexible,True,True,1000,201.000783984,939.966653278,4.67643277129,564.495408943,1000,17293.1189629,11689.2734441,5603.84551881,640.50976122,578.060059501,0,optimal
development,hourly_seed_10057,d16c0464a1badd1711170e505d17ea365bfa76776ac0fe711fc2e50b73ebb949,10057,rigid,True,True,1000,201.000783984,699.680476756,3.48098381951,564.495408943,1000,17293.1189629,4403.41793571,12889.7010272,349.770205622,315.667610574,0,optimal
development,hourly_seed_10058,c3dd02ba87ed280d107dfe900b8c8c3c9888ea730d2e43ec0b998b5a880cbcbc,10058,flexible,False,False,1000,201.000783984,868.35805386,4.32017247221,527.821593131,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10058,c3dd02ba87ed280d107dfe900b8c8c3c9888ea730d2e43ec0b998b5a880cbcbc,10058,rigid,False,False,1000,201.000783984,549.886360991,2.73574236922,527.821593131,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10058,c3dd02ba87ed280d107dfe900b8c8c3c9888ea730d2e43ec0b998b5a880cbcbc,10058,flexible,False,True,1000,201.000783984,869.765933143,4.32717681943,527.821593131,1000,0,0,0,210.526315789,190,0,optimal
development,hourly_seed_10058,c3dd02ba87ed280d107dfe900b8c8c3c9888ea730d2e43ec0b998b5a880cbcbc,10058,rigid,False,True,1000,201.000783984,603.937776015,3.00465383291,527.821593131,1000,0,0,0,563.653687544,508.697453008,0,optimal
development,hourly_seed_10058,c3dd02ba87ed280d107dfe900b8c8c3c9888ea730d2e43ec0b998b5a880cbcbc,10058,flexible,True,False,1000,201.000783984,1035.01244422,5.1492955585,527.821593131,1000,31801.4880015,27206.2046461,4595.28335538,0,0,0,optimal
development,hourly_seed_10058,c3dd02ba87ed280d107dfe900b8c8c3c9888ea730d2e43ec0b998b5a880cbcbc,10058,rigid,True,False,1000,201.000783984,645.968164331,3.21375942684,527.821593131,1000,31801.4880015,6015.69309652,25785.7949049,0,0,0,optimal
development,hourly_seed_10058,c3dd02ba87ed280d107dfe900b8c8c3c9888ea730d2e43ec0b998b5a880cbcbc,10058,flexible,True,True,1000,201.000783984,1039.43494306,5.17129795445,527.821593131,1000,31801.4880015,26849.4288687,4952.05913278,612.521043096,552.800241394,0,optimal
development,hourly_seed_10058,c3dd02ba87ed280d107dfe900b8c8c3c9888ea730d2e43ec0b998b5a880cbcbc,10058,rigid,True,True,1000,201.000783984,745.617449527,3.70952508118,527.821593131,1000,31801.4880015,7622.86853217,24178.6194693,437.922533965,395.225086904,0,optimal
development,hourly_seed_10059,392b721cc11bcc01378baefd818d1cfe4a175533e3b5c92214d975946ef61a5b,10059,flexible,False,False,1000,201.000783984,936.457967724,4.65897669234,577.222693212,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10059,392b721cc11bcc01378baefd818d1cfe4a175533e3b5c92214d975946ef61a5b,10059,rigid,False,False,1000,201.000783984,673.694012131,3.35169843011,577.222693212,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10059,392b721cc11bcc01378baefd818d1cfe4a175533e3b5c92214d975946ef61a5b,10059,flexible,False,True,1000,201.000783984,937.877775145,4.6660403833,577.222693212,1000,0,0,0,315.789473684,285,0,optimal
development,hourly_seed_10059,392b721cc11bcc01378baefd818d1cfe4a175533e3b5c92214d975946ef61a5b,10059,rigid,False,True,1000,201.000783984,737.766866377,3.67046760592,577.222693212,1000,0,0,0,892.297620806,805.298602778,0,optimal
development,hourly_seed_10059,392b721cc11bcc01378baefd818d1cfe4a175533e3b5c92214d975946ef61a5b,10059,flexible,True,False,1000,201.000783984,1089.04871978,5.41813170176,577.222693212,1000,27980.3550298,25943.285571,2037.06945875,0,0,0,optimal
development,hourly_seed_10059,392b721cc11bcc01378baefd818d1cfe4a175533e3b5c92214d975946ef61a5b,10059,rigid,True,False,1000,201.000783984,770.84487763,3.8350341842,577.222693212,1000,27980.3550298,4316.4607127,23663.8943171,0,0,0,optimal
development,hourly_seed_10059,392b721cc11bcc01378baefd818d1cfe4a175533e3b5c92214d975946ef61a5b,10059,flexible,True,True,1000,201.000783984,1093.1128343,5.43835109811,577.222693212,1000,27980.3550298,24090.4711407,3889.8838891,575.313246856,519.220205287,0,optimal
development,hourly_seed_10059,392b721cc11bcc01378baefd818d1cfe4a175533e3b5c92214d975946ef61a5b,10059,rigid,True,True,1000,201.000783984,871.788079142,4.33723720805,577.222693212,1000,27980.3550298,9448.91986696,18531.4351628,765.392683814,690.766897142,0,optimal
development,hourly_seed_10060,a112408b8c19fc67cc67cb2fa5e0ec230dad6dc4c4db8f7b55760b7891c54d5d,10060,flexible,False,False,1000,201.000783984,735.534667778,3.65936218356,413.602977422,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10060,a112408b8c19fc67cc67cb2fa5e0ec230dad6dc4c4db8f7b55760b7891c54d5d,10060,rigid,False,False,1000,201.000783984,414.159208311,2.06048553693,413.602977422,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10060,a112408b8c19fc67cc67cb2fa5e0ec230dad6dc4c4db8f7b55760b7891c54d5d,10060,flexible,False,True,1000,201.000783984,746.817849683,3.71549719797,413.602977422,1000,0,0,0,1145.13967098,1033.48855306,0,optimal
development,hourly_seed_10060,a112408b8c19fc67cc67cb2fa5e0ec230dad6dc4c4db8f7b55760b7891c54d5d,10060,rigid,False,True,1000,201.000783984,476.488038905,2.37057801199,413.602977422,1000,0,0,0,467.911312023,422.289959101,0,optimal
development,hourly_seed_10060,a112408b8c19fc67cc67cb2fa5e0ec230dad6dc4c4db8f7b55760b7891c54d5d,10060,flexible,True,False,1000,201.000783984,930.356929768,4.62862338807,413.602977422,1000,33465.4020674,31566.7619594,1898.64010796,0,0,0,optimal
development,hourly_seed_10060,a112408b8c19fc67cc67cb2fa5e0ec230dad6dc4c4db8f7b55760b7891c54d5d,10060,rigid,True,False,1000,201.000783984,567.076246441,2.82126385381,413.602977422,1000,33465.4020674,14636.848131,18828.5539364,0,0,0,optimal
development,hourly_seed_10060,a112408b8c19fc67cc67cb2fa5e0ec230dad6dc4c4db8f7b55760b7891c54d5d,10060,flexible,True,True,1000,201.000783984,935.077349046,4.65210796949,413.602977422,1000,33465.4020674,29268.5079609,4196.89410651,660.893851252,596.456700755,0,optimal
development,hourly_seed_10060,a112408b8c19fc67cc67cb2fa5e0ec230dad6dc4c4db8f7b55760b7891c54d5d,10060,rigid,True,True,1000,201.000783984,651.429969121,3.24093247901,413.602977422,1000,33465.4020674,12667.8204443,20797.5816231,572.808669373,516.959824109,0,optimal
development,hourly_seed_10061,90cf3d5025db50bcaf94812a7a9b1d02710f832f692a00e93d5fab3477bf03b0,10061,flexible,False,False,1000,201.000783984,931.636664156,4.63499020098,666.977988534,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10061,90cf3d5025db50bcaf94812a7a9b1d02710f832f692a00e93d5fab3477bf03b0,10061,rigid,False,False,1000,201.000783984,690.056414551,3.43310309976,666.977988534,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10061,90cf3d5025db50bcaf94812a7a9b1d02710f832f692a00e93d5fab3477bf03b0,10061,flexible,False,True,1000,201.000783984,933.027005239,4.64190729382,666.977988534,1000,0,0,0,210.526315789,190,0,optimal
development,hourly_seed_10061,90cf3d5025db50bcaf94812a7a9b1d02710f832f692a00e93d5fab3477bf03b0,10061,rigid,False,True,1000,201.000783984,747.861301908,3.72068848233,666.977988534,1000,0,0,0,805.253350191,726.741148547,0,optimal
development,hourly_seed_10061,90cf3d5025db50bcaf94812a7a9b1d02710f832f692a00e93d5fab3477bf03b0,10061,flexible,True,False,1000,201.000783984,1094.75316605,5.44651192075,666.977988534,1000,30144.4447982,24748.9365253,5395.50827293,0,0,0,optimal
development,hourly_seed_10061,90cf3d5025db50bcaf94812a7a9b1d02710f832f692a00e93d5fab3477bf03b0,10061,rigid,True,False,1000,201.000783984,753.84724306,3.75046916792,666.977988534,1000,30144.4447982,2714.29285358,27430.1519446,0,0,0,optimal
development,hourly_seed_10061,90cf3d5025db50bcaf94812a7a9b1d02710f832f692a00e93d5fab3477bf03b0,10061,flexible,True,True,1000,201.000783984,1104.19419316,5.49348202169,666.977988534,1000,30144.4447982,25348.8580442,4795.58675397,1151.31364359,1039.06056334,0,optimal
development,hourly_seed_10061,90cf3d5025db50bcaf94812a7a9b1d02710f832f692a00e93d5fab3477bf03b0,10061,rigid,True,True,1000,201.000783984,853.186696007,4.24469337431,666.977988534,1000,30144.4447982,7663.11391969,22481.3308785,637.473513622,575.319846044,0,optimal
development,hourly_seed_10062,2eef5caa76dd427000fb7f0297e380aed06b6eb2e721e7139cf85eb979dc8b08,10062,flexible,False,False,1000,201.000783984,941.202564717,4.68258156044,649.140613287,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10062,2eef5caa76dd427000fb7f0297e380aed06b6eb2e721e7139cf85eb979dc8b08,10062,rigid,False,False,1000,201.000783984,653.329174652,3.2503812259,649.140613287,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10062,2eef5caa76dd427000fb7f0297e380aed06b6eb2e721e7139cf85eb979dc8b08,10062,flexible,False,True,1000,201.000783984,942.583507004,4.68945189328,649.140613287,1000,0,0,0,305.263157895,275.5,0,optimal
development,hourly_seed_10062,2eef5caa76dd427000fb7f0297e380aed06b6eb2e721e7139cf85eb979dc8b08,10062,rigid,False,True,1000,201.000783984,708.182008967,3.52327983469,649.140613287,1000,0,0,0,426.06526232,384.523899244,0,optimal
development,hourly_seed_10062,2eef5caa76dd427000fb7f0297e380aed06b6eb2e721e7139cf85eb979dc8b08,10062,flexible,True,False,1000,201.000783984,1075.33198604,5.34988951152,649.140613287,1000,26566.0122774,20421.9933031,6144.01897425,0,0,0,optimal
development,hourly_seed_10062,2eef5caa76dd427000fb7f0297e380aed06b6eb2e721e7139cf85eb979dc8b08,10062,rigid,True,False,1000,201.000783984,725.163089751,3.60776249414,649.140613287,1000,26566.0122774,3723.2211633,22842.7911141,0,0,0,optimal
development,hourly_seed_10062,2eef5caa76dd427000fb7f0297e380aed06b6eb2e721e7139cf85eb979dc8b08,10062,flexible,True,True,1000,201.000783984,1079.72818129,5.37176104437,649.140613287,1000,26566.0122774,20348.6996371,6217.3126403,597.149103694,538.927066084,0,optimal
development,hourly_seed_10062,2eef5caa76dd427000fb7f0297e380aed06b6eb2e721e7139cf85eb979dc8b08,10062,rigid,True,True,1000,201.000783984,825.053916869,4.10472984491,649.140613287,1000,26566.0122774,5241.94380536,21324.068472,455.085639677,410.714789808,0,optimal
development,hourly_seed_10063,c02668e86b4a178af9d104a0a982c94155c2f13736f242e84c467e28253ff602,10063,flexible,False,False,1000,201.000783984,522.403814639,2.59901381619,243.137114256,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10063,c02668e86b4a178af9d104a0a982c94155c2f13736f242e84c467e28253ff602,10063,rigid,False,False,1000,201.000783984,260.121931659,1.29413391582,243.137114256,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10063,c02668e86b4a178af9d104a0a982c94155c2f13736f242e84c467e28253ff602,10063,flexible,False,True,1000,201.000783984,631.969269706,3.14411345657,243.137114256,1000,0,0,0,526.315789474,475,0,optimal
development,hourly_seed_10063,c02668e86b4a178af9d104a0a982c94155c2f13736f242e84c467e28253ff602,10063,rigid,False,True,1000,201.000783984,334.106009102,1.66221246743,243.137114256,1000,0,0,0,421.052631579,380,0,optimal
development,hourly_seed_10063,c02668e86b4a178af9d104a0a982c94155c2f13736f242e84c467e28253ff602,10063,flexible,True,False,1000,201.000783984,542.928525335,2.70112640644,243.137114256,1000,21881.5940301,13286.3884102,8595.20561991,0,0,0,optimal
development,hourly_seed_10063,c02668e86b4a178af9d104a0a982c94155c2f13736f242e84c467e28253ff602,10063,rigid,True,False,1000,201.000783984,282.18758942,1.40391287948,243.137114256,1000,21881.5940301,2470.18072973,19411.4133004,0,0,0,optimal
development,hourly_seed_10063,c02668e86b4a178af9d104a0a982c94155c2f13736f242e84c467e28253ff602,10063,flexible,True,True,1000,201.000783984,719.970316376,3.5819279015,243.137114256,1000,21881.5940301,11395.9866224,10485.6074077,1130.31505072,1020.10933328,0,optimal
development,hourly_seed_10063,c02668e86b4a178af9d104a0a982c94155c2f13736f242e84c467e28253ff602,10063,rigid,True,True,1000,201.000783984,362.956967076,1.80574901193,243.137114256,1000,21881.5940301,5426.87731577,16454.7167143,421.052631579,380,0,optimal
development,hourly_seed_10064,e23dda2b16352e5ae6ca1cd860eac7c09f70a31e2a853b01a1d5a99e88dfa598,10064,flexible,False,False,1000,201.000783984,671.093206347,3.33875914832,351.608988325,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10064,e23dda2b16352e5ae6ca1cd860eac7c09f70a31e2a853b01a1d5a99e88dfa598,10064,rigid,False,False,1000,201.000783984,352.840412902,1.75541809294,351.608988325,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10064,e23dda2b16352e5ae6ca1cd860eac7c09f70a31e2a853b01a1d5a99e88dfa598,10064,flexible,False,True,1000,201.000783984,688.234350792,3.4240381413,351.608988325,1000,0,0,0,1578.94736842,1425,0,optimal
development,hourly_seed_10064,e23dda2b16352e5ae6ca1cd860eac7c09f70a31e2a853b01a1d5a99e88dfa598,10064,rigid,False,True,1000,201.000783984,424.4540638,2.11170352367,351.608988325,1000,0,0,0,703.892757907,635.263214011,0,optimal
