community_profile_case,profile_id,climate_zone,generation_seed,scenario_id,scenario_hash,duration_h,perfect_information_capacity_kw,perfect_information_status,paired_capacity_delta_kw,paired_capacity_ratio
climate_3c,eulp_mixed_3c,3C,10058,hourly_seed_10058,1edf502dc5a22e808302ef11ffd4c47beaf4acdebfc0756f2daa7acfa2dc503b,2,66.106644446,optimal,5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10058,hourly_seed_10058,1edf502dc5a22e808302ef11ffd4c47beaf4acdebfc0756f2daa7acfa2dc503b,3,66.106644446,optimal,5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10058,hourly_seed_10058,1edf502dc5a22e808302ef11ffd4c47beaf4acdebfc0756f2daa7acfa2dc503b,4,48.1984638025,optimal,-6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10058,hourly_seed_10058,1edf502dc5a22e808302ef11ffd4c47beaf4acdebfc0756f2daa7acfa2dc503b,6,48.1984638025,optimal,-6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10058,hourly_seed_10058,1edf502dc5a22e808302ef11ffd4c47beaf4acdebfc0756f2daa7acfa2dc503b,8,48.1984638025,optimal,-6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10059,hourly_seed_10059,c9b586395440a3c6ead600dbf3e80648a012f95501b781d0fa596ba3f5f686f3,1,76.0771926086,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10059,hourly_seed_10059,c9b586395440a3c6ead600dbf3e80648a012f95501b781d0fa596ba3f5f686f3,2,76.0771926086,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10059,hourly_seed_10059,c9b586395440a3c6ead600dbf3e80648a012f95501b781d0fa596ba3f5f686f3,3,76.0771926086,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10059,hourly_seed_10059,c9b586395440a3c6ead600dbf3e80648a012f95501b781d0fa596ba3f5f686f3,4,76.0771926086,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10059,hourly_seed_10059,c9b586395440a3c6ead600dbf3e80648a012f95501b781d0fa596ba3f5f686f3,6,63.7084353802,optimal,6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10059,hourly_seed_10059,c9b586395440a3c6ead600dbf3e80648a012f95501b781d0fa596ba3f5f686f3,8,59.5915182608,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10060,hourly_seed_10060,6d81da47fdda54f41b04945fe470f44340efb3fd3029e5aa0c55af30a5015ee4,1,111.720464317,optimal,5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10060,hourly_seed_10060,6d81da47fdda54f41b04945fe470f44340efb3fd3029e5aa0c55af30a5015ee4,2,110.294844158,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10060,hourly_seed_10060,6d81da47fdda54f41b04945fe470f44340efb3fd3029e5aa0c55af30a5015ee4,3,110.294844158,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10060,hourly_seed_10060,6d81da47fdda54f41b04945fe470f44340efb3fd3029e5aa0c55af30a5015ee4,4,105.237937126,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10060,hourly_seed_10060,6d81da47fdda54f41b04945fe470f44340efb3fd3029e5aa0c55af30a5015ee4,6,64.8293061517,optimal,-1.27897692437e-13,1
climate_3c,eulp_mixed_3c,3C,10060,hourly_seed_10060,6d81da47fdda54f41b04945fe470f44340efb3fd3029e5aa0c55af30a5015ee4,8,64.8293061517,optimal,-1.27897692437e-13,1
climate_3c,eulp_mixed_3c,3C,10061,hourly_seed_10061,56d2f9b59e22f61a6bd4254a220368fe774e73028f447b76a7b2ef92cf52554a,1,68.6486292503,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10061,hourly_seed_10061,56d2f9b59e22f61a6bd4254a220368fe774e73028f447b76a7b2ef92cf52554a,2,57.707045724,optimal,-5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10061,hourly_seed_10061,56d2f9b59e22f61a6bd4254a220368fe774e73028f447b76a7b2ef92cf52554a,3,57.707045724,optimal,-5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10061,hourly_seed_10061,56d2f9b59e22f61a6bd4254a220368fe774e73028f447b76a7b2ef92cf52554a,4,57.707045724,optimal,-5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10061,hourly_seed_10061,56d2f9b59e22f61a6bd4254a220368fe774e73028f447b76a7b2ef92cf52554a,6,57.707045724,optimal,-5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10061,hourly_seed_10061,56d2f9b59e22f61a6bd4254a220368fe774e73028f447b76a7b2ef92cf52554a,8,57.707045724,optimal,-5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10062,hourly_seed_10062,dd8559805448d2243d06498e1c765b6967dfaf3a9a1c1fc8a7b60480ad54e623,1,98.8856275351,optimal,-5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10062,hourly_seed_10062,dd8559805448d2243d06498e1c765b6967dfaf3a9a1c1fc8a7b60480ad54e623,2,64.8032078454,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10062,hourly_seed_10062,dd8559805448d2243d06498e1c765b6967dfaf3a9a1c1fc8a7b60480ad54e623,3,64.8032078454,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10062,hourly_seed_10062,dd8559805448d2243d06498e1c765b6967dfaf3a9a1c1fc8a7b60480ad54e623,4,60.6469101464,optimal,6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10062,hourly_seed_10062,dd8559805448d2243d06498e1c765b6967dfaf3a9a1c1fc8a7b60480ad54e623,6,49.8265053706,optimal,-6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10062,hourly_seed_10062,dd8559805448d2243d06498e1c765b6967dfaf3a9a1c1fc8a7b60480ad54e623,8,49.8265053706,optimal,-6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10063,hourly_seed_10063,c3d39a9803fb3b0e1b885467e354f08bc2fdb5a169821f653658af96e86799dd,1,96.6550678666,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10063,hourly_seed_10063,c3d39a9803fb3b0e1b885467e354f08bc2fdb5a169821f653658af96e86799dd,2,95.0837499765,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10063,hourly_seed_10063,c3d39a9803fb3b0e1b885467e354f08bc2fdb5a169821f653658af96e86799dd,3,95.0837499765,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10063,hourly_seed_10063,c3d39a9803fb3b0e1b885467e354f08bc2fdb5a169821f653658af96e86799dd,4,62.8695181208,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10063,hourly_seed_10063,c3d39a9803fb3b0e1b885467e354f08bc2fdb5a169821f653658af96e86799dd,6,62.8695181208,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10063,hourly_seed_10063,c3d39a9803fb3b0e1b885467e354f08bc2fdb5a169821f653658af96e86799dd,8,58.29142815,optimal,6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10064,hourly_seed_10064,15f2f779c4cf9b633887f67cdf0764e652ae7edf16be09a548fca7332891abc9,1,69.14750815,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10064,hourly_seed_10064,15f2f779c4cf9b633887f67cdf0764e652ae7edf16be09a548fca7332891abc9,2,69.14750815,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10064,hourly_seed_10064,15f2f779c4cf9b633887f67cdf0764e652ae7edf16be09a548fca7332891abc9,3,63.4878191842,optimal,-1.20792265079e-13,1
climate_3c,eulp_mixed_3c,3C,10064,hourly_seed_10064,15f2f779c4cf9b633887f67cdf0764e652ae7edf16be09a548fca7332891abc9,4,46.0279725916,optimal,-6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10064,hourly_seed_10064,15f2f779c4cf9b633887f67cdf0764e652ae7edf16be09a548fca7332891abc9,6,46.0279725916,optimal,-6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10064,hourly_seed_10064,15f2f779c4cf9b633887f67cdf0764e652ae7edf16be09a548fca7332891abc9,8,46.0279725916,optimal,-6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10065,hourly_seed_10065,acf23d5bf75af9fa79d29abe91d70f31bd771a950fa6006a647b388118a0e286,1,99.0389829702,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10065,hourly_seed_10065,acf23d5bf75af9fa79d29abe91d70f31bd771a950fa6006a647b388118a0e286,2,99.0389829702,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10065,hourly_seed_10065,acf23d5bf75af9fa79d29abe91d70f31bd771a950fa6006a647b388118a0e286,3,99.0389829702,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10065,hourly_seed_10065,acf23d5bf75af9fa79d29abe91d70f31bd771a950fa6006a647b388118a0e286,4,61.3116178264,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10065,hourly_seed_10065,acf23d5bf75af9fa79d29abe91d70f31bd771a950fa6006a647b388118a0e286,6,61.3116178264,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10065,hourly_seed_10065,acf23d5bf75af9fa79d29abe91d70f31bd771a950fa6006a647b388118a0e286,8,57.6663928108,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10066,hourly_seed_10066,2592bde6ccfaaa6cdac390bf2b4ab9eb801605f971fdb8cfbc5869c60aac5336,1,89.4239836964,optimal,5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10066,hourly_seed_10066,2592bde6ccfaaa6cdac390bf2b4ab9eb801605f971fdb8cfbc5869c60aac5336,2,83.9131543921,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10066,hourly_seed_10066,2592bde6ccfaaa6cdac390bf2b4ab9eb801605f971fdb8cfbc5869c60aac5336,3,63.3951580001,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10066,hourly_seed_10066,2592bde6ccfaaa6cdac390bf2b4ab9eb801605f971fdb8cfbc5869c60aac5336,4,39.97071219,optimal,6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10066,hourly_seed_10066,2592bde6ccfaaa6cdac390bf2b4ab9eb801605f971fdb8cfbc5869c60aac5336,6,39.97071219,optimal,6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10066,hourly_seed_10066,2592bde6ccfaaa6cdac390bf2b4ab9eb801605f971fdb8cfbc5869c60aac5336,8,39.97071219,optimal,6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10067,hourly_seed_10067,bc5c06d44eac539c62dcba5f1ad8018798a741eaea3b51f1b1b009e691134423,1,84.1480273393,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10067,hourly_seed_10067,bc5c06d44eac539c62dcba5f1ad8018798a741eaea3b51f1b1b009e691134423,2,84.1480273393,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10067,hourly_seed_10067,bc5c06d44eac539c62dcba5f1ad8018798a741eaea3b51f1b1b009e691134423,3,84.1480273393,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10067,hourly_seed_10067,bc5c06d44eac539c62dcba5f1ad8018798a741eaea3b51f1b1b009e691134423,4,69.3794923431,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10067,hourly_seed_10067,bc5c06d44eac539c62dcba5f1ad8018798a741eaea3b51f1b1b009e691134423,6,52.7777176409,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10067,hourly_seed_10067,bc5c06d44eac539c62dcba5f1ad8018798a741eaea3b51f1b1b009e691134423,8,47.5661517899,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10068,hourly_seed_10068,07e85ff175dc9bc2ab9e201b9f1958ec8c65c382ad83a0ff32e1a92ba3c07d30,1,79.9373500401,optimal,-7.1054273576e-14,1
climate_3c,eulp_mixed_3c,3C,10068,hourly_seed_10068,07e85ff175dc9bc2ab9e201b9f1958ec8c65c382ad83a0ff32e1a92ba3c07d30,2,79.9373500401,optimal,-7.1054273576e-14,1
climate_3c,eulp_mixed_3c,3C,10068,hourly_seed_10068,07e85ff175dc9bc2ab9e201b9f1958ec8c65c382ad83a0ff32e1a92ba3c07d30,3,69.2471330228,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10068,hourly_seed_10068,07e85ff175dc9bc2ab9e201b9f1958ec8c65c382ad83a0ff32e1a92ba3c07d30,4,53.7883181972,optimal,6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10068,hourly_seed_10068,07e85ff175dc9bc2ab9e201b9f1958ec8c65c382ad83a0ff32e1a92ba3c07d30,6,50.530803341,optimal,6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10068,hourly_seed_10068,07e85ff175dc9bc2ab9e201b9f1958ec8c65c382ad83a0ff32e1a92ba3c07d30,8,50.530803341,optimal,6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10069,hourly_seed_10069,3bbba0861aaec208fd6102526f01404045055a474651a96b6e1c9b2bb0601660,1,57.7230516026,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10069,hourly_seed_10069,3bbba0861aaec208fd6102526f01404045055a474651a96b6e1c9b2bb0601660,2,57.7230516026,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10069,hourly_seed_10069,3bbba0861aaec208fd6102526f01404045055a474651a96b6e1c9b2bb0601660,3,57.7230516026,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10069,hourly_seed_10069,3bbba0861aaec208fd6102526f01404045055a474651a96b6e1c9b2bb0601660,4,57.7230516026,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10069,hourly_seed_10069,3bbba0861aaec208fd6102526f01404045055a474651a96b6e1c9b2bb0601660,6,57.7230516026,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10069,hourly_seed_10069,3bbba0861aaec208fd6102526f01404045055a474651a96b6e1c9b2bb0601660,8,57.7230516026,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10070,hourly_seed_10070,97265267c1c9a178a418050290ff8b5b40b6c48497eac1eb542b8ff35673987c,1,106.229583951,optimal,-7.1054273576e-14,1
climate_3c,eulp_mixed_3c,3C,10070,hourly_seed_10070,97265267c1c9a178a418050290ff8b5b40b6c48497eac1eb542b8ff35673987c,2,44.4641470777,optimal,-6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10070,hourly_seed_10070,97265267c1c9a178a418050290ff8b5b40b6c48497eac1eb542b8ff35673987c,3,44.4641470777,optimal,-6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10070,hourly_seed_10070,97265267c1c9a178a418050290ff8b5b40b6c48497eac1eb542b8ff35673987c,4,44.4641470777,optimal,-6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10070,hourly_seed_10070,97265267c1c9a178a418050290ff8b5b40b6c48497eac1eb542b8ff35673987c,6,44.4641470777,optimal,-6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10070,hourly_seed_10070,97265267c1c9a178a418050290ff8b5b40b6c48497eac1eb542b8ff35673987c,8,44.4641470777,optimal,-6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10071,hourly_seed_10071,c4a1593ce66e1fb1ccf14f2a62bb472acf1f28567cb523537d24f7d27928ddd2,1,106.958542433,optimal,5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10071,hourly_seed_10071,c4a1593ce66e1fb1ccf14f2a62bb472acf1f28567cb523537d24f7d27928ddd2,2,105.341565046,optimal,5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10071,hourly_seed_10071,c4a1593ce66e1fb1ccf14f2a62bb472acf1f28567cb523537d24f7d27928ddd2,3,105.341565046,optimal,5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10071,hourly_seed_10071,c4a1593ce66e1fb1ccf14f2a62bb472acf1f28567cb523537d24f7d27928ddd2,4,92.0240542891,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10071,hourly_seed_10071,c4a1593ce66e1fb1ccf14f2a62bb472acf1f28567cb523537d24f7d27928ddd2,6,77.3031093517,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10071,hourly_seed_10071,c4a1593ce66e1fb1ccf14f2a62bb472acf1f28567cb523537d24f7d27928ddd2,8,62.525312277,optimal,5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10072,hourly_seed_10072,5232381878b55914f2c2cf315367ef1e9b9d2e8f87173099368148bfe5550e43,1,113.142393727,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10072,hourly_seed_10072,5232381878b55914f2c2cf315367ef1e9b9d2e8f87173099368148bfe5550e43,2,91.9987708661,optimal,7.1054273576e-14,1
climate_3c,eulp_mixed_3c,3C,10072,hourly_seed_10072,5232381878b55914f2c2cf315367ef1e9b9d2e8f87173099368148bfe5550e43,3,77.6659317995,optimal,-7.1054273576e-14,1
climate_3c,eulp_mixed_3c,3C,10072,hourly_seed_10072,5232381878b55914f2c2cf315367ef1e9b9d2e8f87173099368148bfe5550e43,4,56.406894091,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10072,hourly_seed_10072,5232381878b55914f2c2cf315367ef1e9b9d2e8f87173099368148bfe5550e43,6,55.1466808312,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10072,hourly_seed_10072,5232381878b55914f2c2cf315367ef1e9b9d2e8f87173099368148bfe5550e43,8,45.3059950548,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10073,hourly_seed_10073,b6baa389ad62acc631c361bd10356ce499df84ae5c998c095c2010851ca4c40c,1,110.92580993,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10073,hourly_seed_10073,b6baa389ad62acc631c361bd10356ce499df84ae5c998c095c2010851ca4c40c,2,110.92580993,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10073,hourly_seed_10073,b6baa389ad62acc631c361bd10356ce499df84ae5c998c095c2010851ca4c40c,3,110.92580993,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10073,hourly_seed_10073,b6baa389ad62acc631c361bd10356ce499df84ae5c998c095c2010851ca4c40c,4,82.025515036,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10073,hourly_seed_10073,b6baa389ad62acc631c361bd10356ce499df84ae5c998c095c2010851ca4c40c,6,61.1167509862,optimal,6.39488462184e-14,1
climate_3c,eulp_mixed_3c,3C,10073,hourly_seed_10073,b6baa389ad62acc631c361bd10356ce499df84ae5c998c095c2010851ca4c40c,8,58.0780378393,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10074,hourly_seed_10074,d235536f9a5d995f303f01f8a0514e4b289be51d72acb4e53c086e4530b9b35d,1,63.282700811,optimal,-1.20792265079e-13,1
climate_3c,eulp_mixed_3c,3C,10074,hourly_seed_10074,d235536f9a5d995f303f01f8a0514e4b289be51d72acb4e53c086e4530b9b35d,2,63.282700811,optimal,-1.20792265079e-13,1
climate_3c,eulp_mixed_3c,3C,10074,hourly_seed_10074,d235536f9a5d995f303f01f8a0514e4b289be51d72acb4e53c086e4530b9b35d,3,63.282700811,optimal,-1.20792265079e-13,1
climate_3c,eulp_mixed_3c,3C,10074,hourly_seed_10074,d235536f9a5d995f303f01f8a0514e4b289be51d72acb4e53c086e4530b9b35d,4,63.282700811,optimal,-1.20792265079e-13,1
climate_3c,eulp_mixed_3c,3C,10074,hourly_seed_10074,d235536f9a5d995f303f01f8a0514e4b289be51d72acb4e53c086e4530b9b35d,6,63.282700811,optimal,-1.20792265079e-13,1
climate_3c,eulp_mixed_3c,3C,10074,hourly_seed_10074,d235536f9a5d995f303f01f8a0514e4b289be51d72acb4e53c086e4530b9b35d,8,50.6798062557,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10075,hourly_seed_10075,b93f9c54d3d477972285d31056ee81344dd6241e3a85c429c9e8110ba4dd1c8e,1,112.379427444,optimal,-5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10075,hourly_seed_10075,b93f9c54d3d477972285d31056ee81344dd6241e3a85c429c9e8110ba4dd1c8e,2,112.033354697,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10075,hourly_seed_10075,b93f9c54d3d477972285d31056ee81344dd6241e3a85c429c9e8110ba4dd1c8e,3,84.553991454,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10075,hourly_seed_10075,b93f9c54d3d477972285d31056ee81344dd6241e3a85c429c9e8110ba4dd1c8e,4,84.553991454,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10075,hourly_seed_10075,b93f9c54d3d477972285d31056ee81344dd6241e3a85c429c9e8110ba4dd1c8e,6,75.7816307019,optimal,-5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10075,hourly_seed_10075,b93f9c54d3d477972285d31056ee81344dd6241e3a85c429c9e8110ba4dd1c8e,8,58.2827347478,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10076,hourly_seed_10076,a1a28de106796989c2e376d68dc8dca378875688b883a885624b7a22df9e6673,1,78.4749021282,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10076,hourly_seed_10076,a1a28de106796989c2e376d68dc8dca378875688b883a885624b7a22df9e6673,2,53.274947791,optimal,-1.20792265079e-13,1
climate_3c,eulp_mixed_3c,3C,10076,hourly_seed_10076,a1a28de106796989c2e376d68dc8dca378875688b883a885624b7a22df9e6673,3,53.274947791,optimal,-1.20792265079e-13,1
climate_3c,eulp_mixed_3c,3C,10076,hourly_seed_10076,a1a28de106796989c2e376d68dc8dca378875688b883a885624b7a22df9e6673,4,53.2600930194,optimal,-5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10076,hourly_seed_10076,a1a28de106796989c2e376d68dc8dca378875688b883a885624b7a22df9e6673,6,53.2600930194,optimal,-5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10076,hourly_seed_10076,a1a28de106796989c2e376d68dc8dca378875688b883a885624b7a22df9e6673,8,53.2600930194,optimal,-5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10077,hourly_seed_10077,2f266e31636647c997672057cd5111d89fd9da3a3e74287e1d6e00ba09d21cc4,1,88.6018118263,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10077,hourly_seed_10077,2f266e31636647c997672057cd5111d89fd9da3a3e74287e1d6e00ba09d21cc4,2,66.9166791179,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10077,hourly_seed_10077,2f266e31636647c997672057cd5111d89fd9da3a3e74287e1d6e00ba09d21cc4,3,66.9166791179,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10077,hourly_seed_10077,2f266e31636647c997672057cd5111d89fd9da3a3e74287e1d6e00ba09d21cc4,4,66.9166791179,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10077,hourly_seed_10077,2f266e31636647c997672057cd5111d89fd9da3a3e74287e1d6e00ba09d21cc4,6,61.7086824206,optimal,5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10077,hourly_seed_10077,2f266e31636647c997672057cd5111d89fd9da3a3e74287e1d6e00ba09d21cc4,8,61.7086824206,optimal,5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10078,hourly_seed_10078,35e6e3f8a16acaffa1415ca8fb5266a3c374cb37c0e4adf8519c5296b19ac8bc,1,56.4243432627,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10078,hourly_seed_10078,35e6e3f8a16acaffa1415ca8fb5266a3c374cb37c0e4adf8519c5296b19ac8bc,2,56.4243432627,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10078,hourly_seed_10078,35e6e3f8a16acaffa1415ca8fb5266a3c374cb37c0e4adf8519c5296b19ac8bc,3,56.4243432627,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10078,hourly_seed_10078,35e6e3f8a16acaffa1415ca8fb5266a3c374cb37c0e4adf8519c5296b19ac8bc,4,45.8199705777,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10078,hourly_seed_10078,35e6e3f8a16acaffa1415ca8fb5266a3c374cb37c0e4adf8519c5296b19ac8bc,6,45.8199705777,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10078,hourly_seed_10078,35e6e3f8a16acaffa1415ca8fb5266a3c374cb37c0e4adf8519c5296b19ac8bc,8,45.8199705777,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10079,hourly_seed_10079,f75a03c05a54ec8d5c8f705fafcb28f8debaa57ca0087308ffe1c72cd7b8f17d,1,53.0050632979,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10079,hourly_seed_10079,f75a03c05a54ec8d5c8f705fafcb28f8debaa57ca0087308ffe1c72cd7b8f17d,2,46.4717178151,optimal,5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10079,hourly_seed_10079,f75a03c05a54ec8d5c8f705fafcb28f8debaa57ca0087308ffe1c72cd7b8f17d,3,46.4717178151,optimal,5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10079,hourly_seed_10079,f75a03c05a54ec8d5c8f705fafcb28f8debaa57ca0087308ffe1c72cd7b8f17d,4,46.4717178151,optimal,5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10079,hourly_seed_10079,f75a03c05a54ec8d5c8f705fafcb28f8debaa57ca0087308ffe1c72cd7b8f17d,6,46.4717178151,optimal,5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10079,hourly_seed_10079,f75a03c05a54ec8d5c8f705fafcb28f8debaa57ca0087308ffe1c72cd7b8f17d,8,46.4717178151,optimal,5.68434188608e-14,1
climate_3c,eulp_mixed_3c,3C,10080,hourly_seed_10080,479ee36d1baa1cdb4e145030f6257ec41dd0b60c93602ff82305a117ef56d74b,1,73.9135384471,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10080,hourly_seed_10080,479ee36d1baa1cdb4e145030f6257ec41dd0b60c93602ff82305a117ef56d74b,2,64.7442802868,optimal,7.1054273576e-14,1
climate_3c,eulp_mixed_3c,3C,10080,hourly_seed_10080,479ee36d1baa1cdb4e145030f6257ec41dd0b60c93602ff82305a117ef56d74b,3,64.7442802868,optimal,7.1054273576e-14,1
climate_3c,eulp_mixed_3c,3C,10080,hourly_seed_10080,479ee36d1baa1cdb4e145030f6257ec41dd0b60c93602ff82305a117ef56d74b,4,43.0051291549,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10080,hourly_seed_10080,479ee36d1baa1cdb4e145030f6257ec41dd0b60c93602ff82305a117ef56d74b,6,43.0051291549,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10080,hourly_seed_10080,479ee36d1baa1cdb4e145030f6257ec41dd0b60c93602ff82305a117ef56d74b,8,43.0051291549,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10081,hourly_seed_10081,5949101fedefe41c31b1f015356790aa03302ebd3f71fd7604f5ed3a6e62345f,1,96.8004470475,optimal,1.27897692437e-13,1
climate_3c,eulp_mixed_3c,3C,10081,hourly_seed_10081,5949101fedefe41c31b1f015356790aa03302ebd3f71fd7604f5ed3a6e62345f,2,79.8552246686,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10081,hourly_seed_10081,5949101fedefe41c31b1f015356790aa03302ebd3f71fd7604f5ed3a6e62345f,3,49.3777843413,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10081,hourly_seed_10081,5949101fedefe41c31b1f015356790aa03302ebd3f71fd7604f5ed3a6e62345f,4,49.3777843413,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10081,hourly_seed_10081,5949101fedefe41c31b1f015356790aa03302ebd3f71fd7604f5ed3a6e62345f,6,49.3777843413,optimal,0,1
climate_3c,eulp_mixed_3c,3C,10081,hourly_seed_10081,5949101fedefe41c31b1f015356790aa03302ebd3f71fd7604f5ed3a6e62345f,8,49.3777843413,optimal,0,1
